Data File,C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-8961_Escherichia coli__2_37_PMX_438_3#1#2019_A_12B_23.oka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.75,54.0,36.0,42.0,45.0,47.0,130.0,36.0,51.0,46.0,54.0,48.0,88.0,127.0,69.0,23.0,32.0,55.0,23.0,24.0,26.0,28.0,19.0,30.0,99.0,49.0,25.0,33.0,38.0,39.0,32.0,94.0,24.0,82.0,38.0,31.0,47.0,116.0,19.0,29.0,25.0,19.0,38.0,59.0,30.0,14.0,20.0,11.0,30.0,31.0,18.0,18.0,18.0,132.0,11.0,13.0,13.0,31.0,11.0,11.0,47.0,79.0,28.0,92.0,18.0,33.0,26.0,20.0,16.0,36.0,35.0,18.0,42.0,30.0,38.0,17.0,14.0,21.0,11.0,11.0,27.0,11.0,11.0,28.0,33.0,43.0,27.0,29.0,15.0,18.0,11.0,19.0,19.0,55.0,13.0,21.0,41.0
8.0,56.0,37.0,46.0,50.0,50.0,134.0,42.0,56.0,49.0,56.0,54.0,94.0,134.0,73.0,27.0,36.0,58.0,27.0,29.0,27.0,30.0,20.0,33.0,104.0,53.0,31.0,36.0,42.0,45.0,34.0,100.0,29.0,88.0,44.0,34.0,48.0,124.0,21.0,32.0,29.0,25.0,41.0,65.0,32.0,17.0,26.0,13.0,33.0,35.0,24.0,21.0,21.0,139.0,11.0,19.0,15.0,37.0,13.0,11.0,54.0,88.0,32.0,103.0,22.0,34.0,30.0,23.0,18.0,40.0,38.0,21.0,46.0,35.0,44.0,20.0,20.0,24.0,12.0,11.0,33.0,11.0,12.0,32.0,38.0,44.0,30.0,30.0,18.0,24.0,11.0,24.0,23.0,61.0,16.0,24.0,48.0
8.25,57.0,38.0,42.0,47.0,49.0,136.0,38.0,53.0,48.0,55.0,51.0,91.0,139.0,75.0,28.0,34.0,56.0,26.0,28.0,29.0,27.0,20.0,31.0,105.0,52.0,28.0,36.0,40.0,44.0,33.0,104.0,24.0,91.0,41.0,32.0,48.0,127.0,22.0,31.0,29.0,23.0,40.0,65.0,30.0,14.0,23.0,12.0,29.0,33.0,22.0,19.0,22.0,143.0,11.0,15.0,15.0,36.0,11.0,11.0,49.0,89.0,32.0,101.0,19.0,33.0,27.0,21.0,16.0,38.0,34.0,20.0,42.0,34.0,42.0,17.0,17.0,22.0,11.0,11.0,30.0,11.0,11.0,30.0,35.0,46.0,27.0,29.0,18.0,22.0,11.0,18.0,20.0,61.0,13.0,22.0,43.0
8.5,55.0,38.0,44.0,47.0,47.0,135.0,39.0,54.0,48.0,56.0,53.0,93.0,140.0,78.0,31.0,36.0,56.0,28.0,27.0,29.0,29.0,21.0,33.0,107.0,54.0,29.0,36.0,41.0,43.0,34.0,107.0,28.0,94.0,42.0,35.0,47.0,129.0,22.0,33.0,28.0,24.0,41.0,64.0,34.0,16.0,24.0,12.0,30.0,37.0,24.0,21.0,22.0,148.0,11.0,17.0,16.0,41.0,11.0,11.0,52.0,96.0,32.0,103.0,20.0,36.0,30.0,23.0,18.0,38.0,38.0,20.0,44.0,34.0,43.0,19.0,17.0,26.0,12.0,11.0,31.0,11.0,12.0,32.0,37.0,45.0,30.0,29.0,18.0,24.0,11.0,21.0,23.0,61.0,11.0,23.0,45.0
8.75,53.0,37.0,41.0,45.0,48.0,136.0,40.0,57.0,51.0,58.0,53.0,92.0,143.0,78.0,34.0,34.0,55.0,27.0,27.0,27.0,28.0,21.0,32.0,107.0,51.0,28.0,36.0,39.0,43.0,32.0,109.0,26.0,96.0,43.0,32.0,49.0,131.0,20.0,32.0,27.0,24.0,39.0,64.0,31.0,14.0,24.0,12.0,32.0,33.0,20.0,18.0,21.0,151.0,11.0,16.0,14.0,43.0,13.0,11.0,52.0,102.0,31.0,109.0,20.0,35.0,29.0,20.0,18.0,38.0,36.0,20.0,44.0,31.0,43.0,17.0,19.0,23.0,11.0,11.0,30.0,11.0,11.0,30.0,38.0,45.0,27.0,28.0,16.0,22.0,11.0,22.0,23.0,63.0,13.0,24.0,45.0
9.0,53.0,37.0,41.0,45.0,46.0,136.0,38.0,55.0,48.0,58.0,52.0,91.0,147.0,80.0,35.0,34.0,56.0,23.0,26.0,27.0,28.0,18.0,30.0,108.0,50.0,28.0,35.0,42.0,43.0,32.0,111.0,24.0,98.0,41.0,32.0,46.0,133.0,20.0,30.0,26.0,20.0,39.0,64.0,31.0,14.0,22.0,12.0,31.0,35.0,22.0,17.0,20.0,155.0,11.0,14.0,13.0,46.0,11.0,11.0,50.0,106.0,31.0,110.0,20.0,33.0,29.0,21.0,16.0,36.0,34.0,18.0,44.0,32.0,42.0,16.0,17.0,25.0,11.0,11.0,29.0,11.0,11.0,30.0,37.0,44.0,30.0,30.0,16.0,21.0,11.0,20.0,22.0,62.0,12.0,20.0,43.0
9.25,53.0,37.0,42.0,47.0,47.0,139.0,38.0,54.0,46.0,54.0,50.0,90.0,151.0,81.0,34.0,33.0,56.0,27.0,29.0,27.0,28.0,19.0,31.0,107.0,52.0,29.0,37.0,40.0,41.0,31.0,115.0,24.0,104.0,42.0,31.0,48.0,136.0,21.0,31.0,28.0,22.0,40.0,64.0,31.0,13.0,23.0,11.0,31.0,35.0,22.0,18.0,21.0,157.0,11.0,16.0,13.0,45.0,11.0,11.0,51.0,111.0,32.0,113.0,19.0,35.0,28.0,21.0,16.0,36.0,35.0,20.0,43.0,31.0,43.0,15.0,17.0,24.0,11.0,11.0,28.0,11.0,11.0,31.0,35.0,46.0,29.0,28.0,16.0,22.0,11.0,19.0,21.0,64.0,11.0,20.0,44.0
9.5,55.0,35.0,41.0,46.0,46.0,138.0,37.0,54.0,48.0,53.0,50.0,90.0,151.0,84.0,35.0,36.0,54.0,26.0,26.0,27.0,28.0,19.0,31.0,106.0,52.0,28.0,35.0,38.0,43.0,34.0,116.0,25.0,104.0,41.0,33.0,49.0,138.0,20.0,30.0,28.0,23.0,38.0,65.0,30.0,13.0,23.0,12.0,31.0,35.0,21.0,21.0,20.0,164.0,11.0,15.0,14.0,48.0,11.0,11.0,49.0,119.0,29.0,112.0,19.0,34.0,30.0,20.0,17.0,39.0,34.0,20.0,44.0,31.0,42.0,16.0,17.0,25.0,11.0,11.0,29.0,11.0,11.0,31.0,37.0,44.0,30.0,25.0,15.0,21.0,11.0,20.0,22.0,65.0,11.0,24.0,43.0
9.75,54.0,37.0,41.0,46.0,48.0,138.0,40.0,52.0,48.0,52.0,52.0,91.0,156.0,88.0,42.0,35.0,57.0,26.0,26.0,27.0,29.0,18.0,31.0,108.0,52.0,29.0,38.0,40.0,43.0,34.0,120.0,24.0,108.0,42.0,32.0,44.0,144.0,24.0,31.0,28.0,23.0,40.0,65.0,32.0,15.0,22.0,11.0,29.0,36.0,25.0,21.0,21.0,168.0,11.0,17.0,15.0,55.0,15.0,11.0,52.0,124.0,34.0,123.0,21.0,34.0,29.0,24.0,19.0,38.0,38.0,18.0,47.0,33.0,48.0,18.0,18.0,28.0,11.0,11.0,30.0,11.0,11.0,30.0,36.0,50.0,35.0,30.0,21.0,23.0,11.0,22.0,24.0,69.0,11.0,19.0,43.0
10.0,53.0,40.0,44.0,48.0,50.0,142.0,38.0,56.0,49.0,56.0,53.0,90.0,162.0,90.0,42.0,35.0,57.0,28.0,30.0,29.0,29.0,19.0,31.0,109.0,52.0,30.0,38.0,42.0,46.0,32.0,123.0,27.0,110.0,43.0,32.0,49.0,146.0,21.0,33.0,29.0,24.0,42.0,66.0,32.0,15.0,23.0,15.0,31.0,37.0,24.0,22.0,22.0,174.0,11.0,16.0,16.0,55.0,12.0,11.0,50.0,133.0,33.0,121.0,20.0,37.0,30.0,23.0,19.0,40.0,38.0,22.0,45.0,32.0,44.0,20.0,20.0,27.0,11.0,11.0,30.0,12.0,11.0,31.0,38.0,46.0,29.0,28.0,19.0,22.0,11.0,21.0,24.0,70.0,13.0,24.0,47.0
10.25,58.0,42.0,47.0,52.0,52.0,144.0,41.0,57.0,50.0,57.0,54.0,92.0,166.0,95.0,46.0,37.0,59.0,29.0,30.0,31.0,31.0,21.0,34.0,111.0,57.0,29.0,40.0,41.0,45.0,35.0,125.0,28.0,116.0,43.0,35.0,51.0,154.0,26.0,34.0,32.0,24.0,41.0,67.0,33.0,16.0,25.0,15.0,31.0,39.0,28.0,20.0,24.0,178.0,11.0,18.0,18.0,57.0,15.0,11.0,51.0,140.0,34.0,124.0,23.0,38.0,31.0,24.0,20.0,40.0,38.0,20.0,45.0,36.0,47.0,21.0,20.0,29.0,13.0,11.0,32.0,11.0,12.0,31.0,37.0,49.0,35.0,33.0,20.0,24.0,11.0,22.0,25.0,70.0,13.0,23.0,46.0
10.5,59.0,43.0,46.0,50.0,52.0,142.0,41.0,56.0,49.0,56.0,51.0,92.0,168.0,94.0,47.0,38.0,59.0,28.0,31.0,30.0,30.0,21.0,32.0,109.0,57.0,30.0,39.0,44.0,45.0,35.0,130.0,27.0,119.0,42.0,34.0,48.0,156.0,25.0,36.0,32.0,25.0,41.0,69.0,35.0,14.0,22.0,14.0,32.0,38.0,26.0,21.0,23.0,181.0,11.0,19.0,18.0,57.0,14.0,11.0,52.0,145.0,33.0,128.0,21.0,38.0,32.0,23.0,19.0,40.0,40.0,21.0,44.0,37.0,46.0,19.0,21.0,28.0,12.0,11.0,32.0,11.0,11.0,31.0,38.0,50.0,33.0,30.0,21.0,24.0,11.0,22.0,26.0,72.0,13.0,23.0,46.0
10.75,57.0,39.0,43.0,48.0,51.0,141.0,40.0,56.0,50.0,57.0,53.0,93.0,171.0,97.0,46.0,37.0,59.0,28.0,30.0,28.0,30.0,21.0,33.0,113.0,54.0,30.0,38.0,43.0,46.0,35.0,131.0,27.0,120.0,44.0,33.0,49.0,155.0,24.0,33.0,29.0,24.0,41.0,67.0,33.0,18.0,23.0,13.0,34.0,36.0,24.0,20.0,20.0,186.0,11.0,18.0,15.0,60.0,13.0,11.0,53.0,152.0,34.0,129.0,23.0,36.0,30.0,23.0,18.0,39.0,36.0,22.0,47.0,33.0,45.0,18.0,19.0,27.0,11.0,11.0,32.0,12.0,14.0,33.0,38.0,47.0,30.0,30.0,19.0,24.0,11.0,22.0,24.0,74.0,14.0,23.0,46.0
11.0,56.0,40.0,45.0,50.0,51.0,144.0,41.0,59.0,51.0,57.0,53.0,94.0,176.0,100.0,48.0,38.0,58.0,30.0,29.0,32.0,31.0,22.0,34.0,111.0,54.0,31.0,37.0,42.0,46.0,35.0,133.0,29.0,127.0,45.0,34.0,50.0,160.0,24.0,36.0,33.0,26.0,42.0,68.0,35.0,16.0,24.0,16.0,32.0,38.0,26.0,22.0,24.0,190.0,11.0,18.0,19.0,62.0,13.0,11.0,53.0,157.0,33.0,133.0,24.0,37.0,33.0,24.0,19.0,41.0,38.0,24.0,46.0,35.0,47.0,19.0,20.0,30.0,13.0,12.0,32.0,12.0,14.0,33.0,38.0,49.0,29.0,31.0,20.0,24.0,11.0,22.0,26.0,77.0,14.0,27.0,47.0
11.25,52.0,37.0,43.0,47.0,47.0,142.0,37.0,59.0,51.0,55.0,53.0,91.0,177.0,98.0,47.0,35.0,58.0,28.0,28.0,29.0,30.0,20.0,31.0,110.0,52.0,31.0,37.0,43.0,43.0,33.0,136.0,26.0,129.0,43.0,33.0,49.0,163.0,22.0,32.0,27.0,24.0,40.0,67.0,31.0,18.0,23.0,14.0,31.0,37.0,22.0,19.0,19.0,192.0,11.0,17.0,17.0,65.0,11.0,11.0,51.0,164.0,31.0,134.0,21.0,36.0,29.0,22.0,18.0,37.0,40.0,20.0,46.0,32.0,46.0,18.0,18.0,26.0,11.0,11.0,31.0,11.0,11.0,31.0,36.0,48.0,30.0,29.0,16.0,21.0,11.0,22.0,23.0,77.0,14.0,24.0,47.0
11.5,55.0,38.0,45.0,49.0,48.0,144.0,42.0,58.0,52.0,57.0,55.0,94.0,180.0,102.0,50.0,38.0,56.0,27.0,28.0,30.0,30.0,23.0,33.0,113.0,57.0,30.0,40.0,44.0,45.0,35.0,138.0,26.0,132.0,45.0,32.0,49.0,166.0,23.0,33.0,30.0,25.0,42.0,68.0,35.0,17.0,25.0,15.0,33.0,39.0,24.0,22.0,21.0,197.0,11.0,18.0,17.0,66.0,13.0,11.0,53.0,172.0,33.0,137.0,21.0,38.0,32.0,22.0,18.0,40.0,38.0,22.0,46.0,32.0,48.0,20.0,20.0,28.0,13.0,11.0,33.0,11.0,11.0,33.0,39.0,48.0,31.0,29.0,18.0,24.0,11.0,22.0,25.0,80.0,14.0,25.0,48.0
11.75,55.0,38.0,43.0,48.0,49.0,145.0,41.0,58.0,51.0,56.0,54.0,95.0,183.0,105.0,50.0,36.0,58.0,28.0,30.0,29.0,30.0,22.0,33.0,112.0,53.0,30.0,38.0,44.0,48.0,35.0,142.0,27.0,134.0,43.0,34.0,48.0,169.0,24.0,33.0,31.0,24.0,42.0,68.0,32.0,17.0,26.0,15.0,32.0,39.0,24.0,21.0,22.0,197.0,11.0,17.0,17.0,69.0,14.0,11.0,53.0,177.0,33.0,140.0,24.0,37.0,30.0,23.0,19.0,40.0,38.0,23.0,46.0,33.0,46.0,18.0,21.0,29.0,12.0,12.0,33.0,12.0,14.0,32.0,39.0,47.0,30.0,31.0,20.0,25.0,11.0,23.0,25.0,83.0,13.0,26.0,46.0
12.0,54.0,39.0,43.0,49.0,47.0,144.0,39.0,60.0,50.0,57.0,53.0,94.0,187.0,107.0,51.0,36.0,56.0,28.0,29.0,28.0,32.0,21.0,32.0,113.0,53.0,30.0,39.0,43.0,46.0,35.0,144.0,28.0,139.0,42.0,34.0,48.0,172.0,23.0,32.0,29.0,23.0,43.0,69.0,35.0,17.0,26.0,14.0,31.0,39.0,23.0,20.0,21.0,198.0,11.0,18.0,15.0,69.0,13.0,11.0,52.0,185.0,32.0,143.0,21.0,37.0,30.0,22.0,18.0,38.0,38.0,21.0,46.0,31.0,44.0,19.0,20.0,29.0,11.0,11.0,31.0,11.0,11.0,30.0,37.0,48.0,25.0,28.0,17.0,23.0,11.0,21.0,24.0,84.0,12.0,25.0,48.0
12.25,53.0,35.0,43.0,46.0,46.0,144.0,37.0,58.0,50.0,56.0,51.0,91.0,188.0,107.0,52.0,35.0,53.0,27.0,27.0,26.0,31.0,21.0,32.0,110.0,53.0,29.0,38.0,42.0,44.0,33.0,147.0,26.0,139.0,41.0,32.0,47.0,175.0,24.0,31.0,28.0,23.0,42.0,70.0,33.0,17.0,22.0,12.0,32.0,38.0,24.0,19.0,21.0,202.0,11.0,17.0,15.0,72.0,11.0,11.0,51.0,188.0,32.0,144.0,20.0,36.0,30.0,22.0,18.0,37.0,35.0,22.0,47.0,32.0,47.0,17.0,19.0,27.0,12.0,11.0,30.0,11.0,11.0,31.0,36.0,48.0,29.0,28.0,19.0,22.0,11.0,22.0,23.0,85.0,12.0,24.0,46.0
12.5,55.0,38.0,45.0,49.0,48.0,147.0,42.0,59.0,53.0,59.0,56.0,96.0,192.0,111.0,55.0,36.0,56.0,29.0,29.0,30.0,32.0,22.0,32.0,111.0,52.0,29.0,38.0,44.0,47.0,36.0,149.0,28.0,145.0,44.0,34.0,48.0,180.0,24.0,32.0,28.0,26.0,42.0,70.0,34.0,16.0,24.0,15.0,34.0,37.0,26.0,21.0,21.0,206.0,11.0,18.0,17.0,75.0,13.0,11.0,53.0,196.0,34.0,147.0,23.0,39.0,31.0,22.0,20.0,40.0,38.0,22.0,46.0,31.0,47.0,20.0,19.0,30.0,12.0,11.0,31.0,13.0,11.0,33.0,38.0,50.0,32.0,29.0,18.0,23.0,11.0,22.0,23.0,89.0,15.0,26.0,49.0
12.75,53.0,38.0,42.0,48.0,49.0,146.0,41.0,59.0,50.0,57.0,53.0,95.0,196.0,113.0,55.0,36.0,55.0,30.0,31.0,30.0,31.0,22.0,32.0,113.0,56.0,31.0,39.0,44.0,45.0,36.0,152.0,28.0,148.0,45.0,32.0,48.0,182.0,24.0,34.0,31.0,25.0,43.0,71.0,34.0,16.0,26.0,14.0,32.0,40.0,25.0,23.0,24.0,209.0,11.0,19.0,17.0,77.0,16.0,11.0,53.0,203.0,33.0,150.0,24.0,39.0,32.0,25.0,18.0,38.0,36.0,21.0,47.0,32.0,47.0,21.0,21.0,29.0,13.0,11.0,32.0,11.0,12.0,31.0,36.0,50.0,33.0,31.0,21.0,24.0,11.0,24.0,26.0,88.0,12.0,25.0,48.0
13.0,59.0,43.0,44.0,51.0,53.0,148.0,40.0,59.0,49.0,56.0,54.0,95.0,201.0,114.0,57.0,38.0,60.0,29.0,30.0,31.0,32.0,21.0,33.0,112.0,59.0,31.0,41.0,44.0,49.0,37.0,157.0,29.0,153.0,45.0,35.0,51.0,186.0,26.0,35.0,32.0,26.0,43.0,73.0,35.0,18.0,24.0,14.0,32.0,41.0,26.0,22.0,23.0,212.0,11.0,18.0,18.0,78.0,13.0,11.0,52.0,209.0,34.0,153.0,23.0,38.0,33.0,23.0,19.0,40.0,38.0,22.0,47.0,34.0,47.0,18.0,20.0,30.0,12.0,11.0,32.0,11.0,12.0,32.0,37.0,49.0,31.0,31.0,20.0,23.0,11.0,22.0,23.0,92.0,14.0,28.0,48.0
13.25,55.0,39.0,45.0,49.0,49.0,144.0,39.0,58.0,48.0,57.0,54.0,94.0,201.0,115.0,58.0,36.0,59.0,28.0,28.0,29.0,29.0,20.0,32.0,111.0,57.0,30.0,37.0,42.0,46.0,36.0,160.0,25.0,154.0,42.0,32.0,48.0,187.0,23.0,33.0,31.0,24.0,41.0,69.0,33.0,15.0,23.0,13.0,30.0,39.0,25.0,21.0,20.0,215.0,11.0,18.0,15.0,79.0,11.0,11.0,51.0,213.0,31.0,153.0,22.0,36.0,31.0,23.0,18.0,37.0,36.0,20.0,44.0,32.0,43.0,19.0,19.0,29.0,11.0,11.0,31.0,11.0,11.0,30.0,36.0,47.0,28.0,27.0,16.0,22.0,11.0,20.0,22.0,92.0,12.0,25.0,48.0
13.5,59.0,43.0,48.0,50.0,52.0,149.0,41.0,61.0,50.0,58.0,54.0,96.0,204.0,120.0,61.0,38.0,61.0,32.0,32.0,31.0,33.0,21.0,33.0,111.0,59.0,31.0,42.0,45.0,50.0,37.0,163.0,30.0,158.0,45.0,33.0,51.0,192.0,25.0,36.0,29.0,27.0,44.0,72.0,35.0,15.0,25.0,15.0,33.0,39.0,28.0,21.0,22.0,215.0,11.0,19.0,18.0,82.0,14.0,11.0,53.0,218.0,34.0,156.0,23.0,38.0,32.0,24.0,20.0,40.0,40.0,23.0,47.0,35.0,48.0,20.0,22.0,32.0,13.0,11.0,34.0,11.0,13.0,32.0,38.0,51.0,29.0,31.0,20.0,25.0,11.0,23.0,24.0,97.0,14.0,28.0,50.0
13.75,58.0,40.0,44.0,49.0,50.0,148.0,40.0,61.0,51.0,56.0,52.0,96.0,207.0,120.0,62.0,38.0,58.0,30.0,30.0,29.0,31.0,22.0,31.0,112.0,58.0,28.0,39.0,42.0,47.0,37.0,165.0,28.0,161.0,44.0,33.0,49.0,194.0,26.0,35.0,31.0,25.0,43.0,69.0,34.0,16.0,26.0,14.0,33.0,40.0,27.0,20.0,24.0,217.0,11.0,18.0,18.0,85.0,12.0,11.0,52.0,223.0,34.0,160.0,22.0,37.0,33.0,22.0,18.0,39.0,38.0,21.0,46.0,34.0,47.0,19.0,18.0,30.0,12.0,11.0,31.0,11.0,12.0,33.0,38.0,50.0,31.0,28.0,18.0,22.0,11.0,22.0,23.0,98.0,14.0,26.0,49.0
14.0,61.0,45.0,47.0,53.0,53.0,150.0,40.0,61.0,48.0,57.0,54.0,98.0,210.0,124.0,64.0,39.0,59.0,29.0,31.0,30.0,32.0,20.0,32.0,113.0,63.0,30.0,41.0,44.0,50.0,38.0,167.0,30.0,166.0,45.0,33.0,51.0,197.0,27.0,36.0,34.0,28.0,45.0,76.0,35.0,18.0,25.0,16.0,32.0,41.0,27.0,21.0,25.0,220.0,11.0,18.0,18.0,85.0,12.0,11.0,51.0,227.0,36.0,161.0,24.0,39.0,32.0,25.0,20.0,40.0,37.0,20.0,44.0,37.0,49.0,20.0,20.0,31.0,13.0,11.0,34.0,12.0,15.0,32.0,38.0,51.0,32.0,32.0,22.0,23.0,11.0,22.0,23.0,99.0,13.0,26.0,48.0
14.25,59.0,45.0,46.0,52.0,54.0,149.0,40.0,62.0,52.0,60.0,53.0,95.0,212.0,125.0,64.0,39.0,60.0,30.0,33.0,31.0,32.0,22.0,34.0,112.0,60.0,32.0,41.0,45.0,48.0,38.0,171.0,31.0,170.0,45.0,34.0,51.0,199.0,28.0,37.0,33.0,25.0,46.0,74.0,37.0,19.0,24.0,15.0,33.0,42.0,28.0,23.0,24.0,222.0,11.0,20.0,20.0,87.0,14.0,11.0,53.0,233.0,35.0,163.0,24.0,38.0,35.0,24.0,20.0,40.0,39.0,21.0,46.0,35.0,49.0,19.0,19.0,31.0,13.0,11.0,32.0,11.0,13.0,32.0,39.0,52.0,32.0,31.0,20.0,25.0,11.0,23.0,23.0,105.0,17.0,27.0,50.0
14.5,58.0,45.0,48.0,51.0,52.0,149.0,39.0,60.0,49.0,57.0,54.0,96.0,213.0,127.0,67.0,38.0,58.0,30.0,30.0,32.0,33.0,20.0,35.0,111.0,60.0,30.0,39.0,45.0,48.0,38.0,172.0,31.0,173.0,44.0,35.0,50.0,200.0,26.0,38.0,33.0,27.0,44.0,74.0,34.0,16.0,25.0,13.0,31.0,40.0,28.0,21.0,23.0,222.0,11.0,20.0,19.0,90.0,13.0,11.0,52.0,235.0,33.0,166.0,23.0,39.0,33.0,24.0,18.0,39.0,39.0,21.0,43.0,34.0,49.0,18.0,20.0,29.0,11.0,11.0,32.0,11.0,11.0,32.0,38.0,50.0,32.0,30.0,19.0,25.0,11.0,22.0,23.0,106.0,13.0,27.0,49.0
14.75,56.0,40.0,46.0,50.0,51.0,148.0,37.0,59.0,48.0,58.0,52.0,96.0,214.0,126.0,66.0,37.0,58.0,28.0,29.0,30.0,32.0,20.0,34.0,112.0,58.0,29.0,39.0,43.0,49.0,35.0,176.0,28.0,173.0,44.0,32.0,50.0,201.0,25.0,36.0,31.0,26.0,42.0,73.0,36.0,16.0,22.0,14.0,30.0,40.0,25.0,22.0,22.0,223.0,11.0,18.0,17.0,89.0,11.0,11.0,50.0,239.0,32.0,167.0,22.0,37.0,32.0,23.0,19.0,38.0,37.0,20.0,43.0,33.0,45.0,16.0,18.0,29.0,11.0,11.0,31.0,11.0,11.0,32.0,38.0,47.0,28.0,29.0,20.0,21.0,11.0,21.0,22.0,109.0,13.0,26.0,47.0
15.0,56.0,40.0,45.0,48.0,52.0,148.0,38.0,60.0,50.0,57.0,52.0,95.0,217.0,129.0,68.0,39.0,59.0,28.0,30.0,31.0,31.0,19.0,32.0,114.0,59.0,29.0,39.0,44.0,49.0,37.0,176.0,27.0,177.0,43.0,34.0,49.0,205.0,26.0,33.0,31.0,24.0,45.0,71.0,36.0,16.0,23.0,15.0,31.0,40.0,27.0,20.0,23.0,224.0,11.0,17.0,16.0,93.0,13.0,11.0,52.0,244.0,32.0,167.0,22.0,38.0,31.0,22.0,17.0,38.0,39.0,20.0,44.0,32.0,47.0,19.0,19.0,29.0,11.0,11.0,31.0,11.0,12.0,32.0,36.0,47.0,29.0,28.0,18.0,23.0,11.0,21.0,20.0,110.0,13.0,27.0,50.0
15.25,55.0,40.0,47.0,49.0,50.0,148.0,41.0,62.0,52.0,59.0,55.0,98.0,217.0,132.0,68.0,38.0,57.0,31.0,31.0,29.0,34.0,23.0,35.0,116.0,58.0,32.0,40.0,45.0,48.0,39.0,179.0,31.0,180.0,45.0,34.0,51.0,205.0,26.0,35.0,33.0,26.0,46.0,72.0,37.0,18.0,25.0,14.0,33.0,40.0,27.0,21.0,23.0,225.0,11.0,19.0,19.0,99.0,14.0,11.0,55.0,248.0,34.0,171.0,23.0,39.0,34.0,25.0,20.0,41.0,39.0,21.0,47.0,32.0,49.0,19.0,22.0,31.0,13.0,12.0,35.0,12.0,15.0,33.0,39.0,51.0,32.0,32.0,21.0,24.0,11.0,25.0,25.0,115.0,16.0,27.0,51.0
15.5,53.0,39.0,43.0,47.0,49.0,146.0,38.0,60.0,52.0,58.0,53.0,95.0,219.0,132.0,70.0,36.0,55.0,30.0,30.0,29.0,32.0,19.0,32.0,112.0,56.0,30.0,41.0,44.0,47.0,36.0,182.0,28.0,183.0,43.0,33.0,48.0,208.0,27.0,34.0,30.0,26.0,44.0,72.0,35.0,17.0,25.0,14.0,31.0,40.0,25.0,20.0,21.0,225.0,11.0,19.0,19.0,99.0,11.0,11.0,51.0,251.0,32.0,174.0,22.0,37.0,31.0,23.0,19.0,38.0,38.0,20.0,45.0,31.0,47.0,17.0,21.0,30.0,11.0,11.0,32.0,11.0,11.0,31.0,36.0,49.0,32.0,30.0,19.0,22.0,11.0,22.0,24.0,116.0,13.0,25.0,48.0
15.75,59.0,42.0,49.0,50.0,52.0,150.0,40.0,64.0,54.0,62.0,58.0,100.0,223.0,140.0,73.0,39.0,60.0,31.0,32.0,33.0,33.0,22.0,35.0,115.0,61.0,30.0,44.0,47.0,52.0,39.0,186.0,30.0,188.0,46.0,35.0,52.0,213.0,28.0,38.0,34.0,28.0,47.0,76.0,37.0,17.0,27.0,17.0,35.0,42.0,29.0,23.0,25.0,231.0,11.0,21.0,20.0,105.0,16.0,11.0,55.0,256.0,36.0,178.0,25.0,42.0,35.0,26.0,22.0,41.0,38.0,24.0,47.0,35.0,51.0,20.0,22.0,33.0,14.0,13.0,34.0,14.0,14.0,34.0,40.0,52.0,33.0,30.0,22.0,25.0,11.0,25.0,25.0,123.0,17.0,28.0,51.0
16.0,55.0,41.0,45.0,50.0,50.0,147.0,36.0,62.0,50.0,60.0,54.0,95.0,224.0,137.0,73.0,39.0,59.0,30.0,32.0,32.0,33.0,21.0,33.0,114.0,57.0,32.0,41.0,46.0,50.0,38.0,186.0,32.0,188.0,44.0,33.0,52.0,215.0,27.0,36.0,33.0,26.0,45.0,73.0,37.0,18.0,27.0,15.0,33.0,41.0,29.0,22.0,24.0,229.0,11.0,20.0,19.0,105.0,14.0,11.0,52.0,257.0,35.0,178.0,24.0,41.0,32.0,25.0,19.0,39.0,40.0,22.0,46.0,34.0,48.0,22.0,22.0,32.0,14.0,11.0,34.0,11.0,15.0,32.0,41.0,49.0,32.0,32.0,20.0,22.0,11.0,23.0,24.0,121.0,15.0,28.0,51.0
16.25,57.0,46.0,49.0,52.0,53.0,151.0,40.0,64.0,53.0,62.0,55.0,97.0,227.0,140.0,80.0,40.0,60.0,32.0,34.0,33.0,36.0,23.0,36.0,117.0,61.0,34.0,43.0,47.0,52.0,39.0,189.0,31.0,192.0,47.0,38.0,52.0,216.0,28.0,38.0,34.0,28.0,47.0,74.0,38.0,19.0,26.0,18.0,34.0,43.0,30.0,25.0,25.0,233.0,11.0,22.0,22.0,108.0,14.0,11.0,54.0,261.0,36.0,180.0,25.0,41.0,33.0,27.0,23.0,40.0,39.0,25.0,48.0,37.0,50.0,22.0,21.0,36.0,14.0,13.0,35.0,12.0,15.0,33.0,39.0,50.0,35.0,33.0,21.0,26.0,11.0,24.0,25.0,126.0,17.0,29.0,51.0
