Data File,C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\02\_13-0358_Escherichia coli__2_37_PMX_438_2#25#2019_A_12B_23.oka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.75,59.0,36.0,47.0,49.0,47.0,160.0,39.0,54.0,56.0,55.0,65.0,92.0,49.0,147.0,17.0,31.0,47.0,22.0,24.0,20.0,29.0,20.0,31.0,151.0,51.0,28.0,37.0,47.0,40.0,17.0,161.0,24.0,83.0,35.0,31.0,32.0,73.0,17.0,28.0,14.0,21.0,39.0,77.0,22.0,23.0,19.0,11.0,31.0,33.0,19.0,11.0,22.0,190.0,11.0,11.0,14.0,17.0,11.0,11.0,52.0,50.0,31.0,178.0,23.0,33.0,27.0,20.0,11.0,17.0,31.0,19.0,49.0,26.0,45.0,19.0,23.0,25.0,18.0,13.0,32.0,12.0,11.0,34.0,39.0,46.0,22.0,33.0,21.0,22.0,11.0,22.0,16.0,91.0,26.0,27.0,45.0
8.0,61.0,36.0,46.0,47.0,47.0,161.0,39.0,53.0,56.0,56.0,62.0,91.0,52.0,150.0,20.0,31.0,46.0,20.0,24.0,17.0,30.0,17.0,31.0,152.0,52.0,28.0,37.0,48.0,40.0,19.0,162.0,23.0,87.0,37.0,31.0,36.0,75.0,20.0,31.0,16.0,22.0,40.0,77.0,25.0,23.0,17.0,11.0,29.0,34.0,19.0,11.0,26.0,193.0,11.0,11.0,15.0,18.0,11.0,11.0,54.0,55.0,32.0,182.0,21.0,35.0,27.0,20.0,11.0,17.0,35.0,20.0,51.0,27.0,46.0,20.0,23.0,28.0,18.0,12.0,32.0,11.0,14.0,33.0,37.0,48.0,28.0,33.0,21.0,24.0,11.0,22.0,18.0,91.0,29.0,26.0,47.0
8.25,56.0,34.0,44.0,45.0,46.0,161.0,36.0,48.0,51.0,51.0,59.0,89.0,48.0,151.0,16.0,25.0,46.0,20.0,22.0,15.0,28.0,15.0,27.0,152.0,48.0,29.0,33.0,44.0,38.0,16.0,164.0,21.0,89.0,33.0,29.0,36.0,72.0,16.0,29.0,12.0,18.0,39.0,77.0,21.0,22.0,17.0,11.0,26.0,30.0,18.0,11.0,22.0,195.0,11.0,11.0,14.0,16.0,11.0,11.0,51.0,53.0,29.0,184.0,18.0,33.0,26.0,19.0,11.0,15.0,32.0,18.0,47.0,24.0,43.0,19.0,23.0,26.0,18.0,11.0,32.0,11.0,13.0,30.0,35.0,46.0,25.0,32.0,20.0,20.0,11.0,20.0,13.0,90.0,26.0,24.0,45.0
8.5,61.0,39.0,49.0,49.0,48.0,161.0,39.0,53.0,57.0,57.0,62.0,93.0,50.0,157.0,22.0,30.0,44.0,21.0,25.0,19.0,29.0,19.0,32.0,160.0,52.0,30.0,35.0,49.0,41.0,19.0,169.0,25.0,94.0,36.0,33.0,43.0,74.0,17.0,32.0,16.0,20.0,39.0,78.0,24.0,24.0,17.0,13.0,28.0,33.0,19.0,11.0,24.0,198.0,11.0,11.0,16.0,18.0,11.0,11.0,55.0,58.0,33.0,188.0,20.0,35.0,26.0,19.0,11.0,17.0,32.0,19.0,49.0,27.0,45.0,22.0,22.0,29.0,18.0,12.0,34.0,12.0,14.0,33.0,38.0,50.0,27.0,35.0,22.0,25.0,11.0,22.0,14.0,94.0,28.0,26.0,45.0
8.75,60.0,36.0,48.0,45.0,46.0,162.0,39.0,54.0,55.0,55.0,60.0,92.0,50.0,161.0,22.0,29.0,46.0,20.0,24.0,19.0,31.0,16.0,29.0,164.0,52.0,28.0,35.0,46.0,41.0,17.0,169.0,22.0,98.0,37.0,30.0,41.0,74.0,18.0,29.0,15.0,22.0,39.0,79.0,24.0,23.0,17.0,11.0,29.0,34.0,19.0,11.0,23.0,199.0,11.0,12.0,17.0,19.0,11.0,11.0,54.0,62.0,32.0,191.0,19.0,37.0,27.0,20.0,11.0,19.0,33.0,20.0,50.0,26.0,45.0,21.0,23.0,26.0,18.0,13.0,33.0,12.0,13.0,32.0,38.0,47.0,26.0,34.0,20.0,22.0,11.0,22.0,16.0,96.0,27.0,27.0,46.0
9.0,64.0,41.0,51.0,49.0,49.0,164.0,38.0,54.0,54.0,55.0,63.0,95.0,54.0,163.0,25.0,32.0,49.0,21.0,25.0,20.0,31.0,18.0,33.0,168.0,53.0,31.0,36.0,50.0,43.0,18.0,172.0,23.0,100.0,36.0,34.0,42.0,75.0,21.0,33.0,16.0,23.0,40.0,80.0,24.0,24.0,19.0,13.0,28.0,34.0,21.0,11.0,26.0,205.0,11.0,11.0,18.0,18.0,11.0,11.0,55.0,69.0,36.0,195.0,21.0,40.0,30.0,20.0,11.0,19.0,34.0,20.0,50.0,30.0,47.0,23.0,24.0,29.0,21.0,12.0,33.0,12.0,14.0,33.0,37.0,53.0,34.0,37.0,23.0,26.0,12.0,23.0,17.0,95.0,28.0,27.0,47.0
9.25,63.0,38.0,51.0,50.0,48.0,166.0,38.0,55.0,55.0,55.0,63.0,95.0,51.0,166.0,27.0,32.0,46.0,21.0,23.0,20.0,31.0,18.0,31.0,169.0,53.0,30.0,36.0,46.0,42.0,19.0,173.0,24.0,105.0,37.0,32.0,45.0,73.0,20.0,31.0,17.0,21.0,39.0,78.0,23.0,24.0,20.0,13.0,29.0,31.0,18.0,11.0,23.0,204.0,11.0,13.0,16.0,19.0,11.0,11.0,53.0,69.0,31.0,194.0,20.0,35.0,28.0,21.0,11.0,17.0,34.0,20.0,49.0,27.0,46.0,21.0,24.0,27.0,17.0,11.0,32.0,11.0,13.0,34.0,37.0,47.0,29.0,33.0,19.0,24.0,11.0,21.0,15.0,97.0,27.0,27.0,45.0
9.5,62.0,39.0,52.0,49.0,49.0,166.0,39.0,54.0,54.0,55.0,63.0,93.0,53.0,168.0,32.0,31.0,48.0,23.0,26.0,21.0,31.0,20.0,33.0,170.0,52.0,33.0,35.0,47.0,43.0,19.0,176.0,25.0,109.0,37.0,33.0,42.0,77.0,20.0,33.0,17.0,24.0,41.0,80.0,25.0,25.0,20.0,15.0,27.0,35.0,22.0,12.0,27.0,207.0,11.0,15.0,17.0,22.0,11.0,11.0,56.0,74.0,35.0,198.0,23.0,37.0,29.0,24.0,12.0,20.0,34.0,21.0,50.0,31.0,48.0,22.0,23.0,29.0,20.0,14.0,34.0,13.0,15.0,33.0,38.0,50.0,32.0,35.0,24.0,24.0,11.0,23.0,18.0,100.0,28.0,26.0,47.0
9.75,61.0,39.0,49.0,48.0,48.0,165.0,37.0,56.0,57.0,57.0,63.0,93.0,52.0,171.0,32.0,33.0,47.0,24.0,27.0,21.0,32.0,19.0,34.0,174.0,52.0,32.0,38.0,49.0,43.0,22.0,178.0,24.0,112.0,38.0,31.0,44.0,77.0,20.0,31.0,18.0,24.0,40.0,81.0,24.0,25.0,21.0,14.0,31.0,35.0,21.0,11.0,26.0,207.0,11.0,13.0,18.0,22.0,11.0,11.0,56.0,80.0,34.0,201.0,19.0,38.0,29.0,22.0,11.0,21.0,35.0,21.0,49.0,29.0,47.0,23.0,25.0,30.0,19.0,14.0,34.0,14.0,12.0,33.0,39.0,49.0,29.0,36.0,24.0,25.0,11.0,25.0,18.0,104.0,29.0,29.0,47.0
10.0,61.0,38.0,52.0,49.0,47.0,166.0,39.0,57.0,57.0,54.0,65.0,93.0,54.0,172.0,35.0,30.0,47.0,23.0,26.0,20.0,32.0,17.0,32.0,175.0,53.0,31.0,38.0,50.0,44.0,20.0,181.0,26.0,116.0,34.0,34.0,44.0,75.0,19.0,31.0,16.0,24.0,41.0,80.0,25.0,25.0,21.0,14.0,27.0,35.0,21.0,12.0,26.0,209.0,11.0,13.0,17.0,20.0,11.0,11.0,55.0,83.0,34.0,202.0,23.0,37.0,30.0,24.0,11.0,21.0,35.0,21.0,49.0,30.0,50.0,24.0,24.0,32.0,19.0,13.0,35.0,11.0,13.0,34.0,39.0,53.0,30.0,35.0,24.0,25.0,11.0,25.0,18.0,106.0,28.0,25.0,47.0
10.25,62.0,39.0,49.0,49.0,47.0,167.0,39.0,56.0,56.0,57.0,63.0,94.0,54.0,174.0,37.0,31.0,48.0,21.0,25.0,21.0,30.0,18.0,32.0,178.0,53.0,30.0,39.0,49.0,41.0,18.0,181.0,25.0,118.0,38.0,31.0,44.0,76.0,20.0,32.0,17.0,23.0,40.0,81.0,25.0,23.0,20.0,15.0,28.0,35.0,18.0,13.0,26.0,213.0,11.0,12.0,16.0,22.0,11.0,11.0,55.0,87.0,36.0,203.0,22.0,37.0,30.0,21.0,11.0,20.0,35.0,21.0,50.0,30.0,49.0,21.0,24.0,29.0,19.0,13.0,34.0,12.0,13.0,35.0,40.0,51.0,29.0,35.0,23.0,26.0,11.0,23.0,18.0,109.0,30.0,29.0,47.0
10.5,64.0,42.0,54.0,54.0,50.0,171.0,40.0,58.0,59.0,61.0,68.0,99.0,55.0,180.0,41.0,33.0,51.0,25.0,26.0,24.0,35.0,23.0,33.0,184.0,56.0,32.0,40.0,52.0,44.0,22.0,187.0,28.0,125.0,38.0,36.0,48.0,77.0,22.0,33.0,19.0,26.0,42.0,84.0,27.0,28.0,22.0,15.0,35.0,35.0,22.0,15.0,28.0,215.0,11.0,15.0,18.0,25.0,11.0,13.0,58.0,92.0,34.0,206.0,23.0,39.0,32.0,24.0,13.0,23.0,37.0,22.0,51.0,29.0,49.0,23.0,25.0,32.0,23.0,14.0,38.0,15.0,17.0,37.0,42.0,51.0,31.0,38.0,22.0,28.0,11.0,24.0,19.0,111.0,32.0,29.0,49.0
10.75,62.0,41.0,51.0,50.0,48.0,170.0,36.0,51.0,53.0,52.0,61.0,92.0,53.0,180.0,38.0,30.0,46.0,20.0,23.0,21.0,31.0,16.0,28.0,181.0,52.0,31.0,37.0,45.0,42.0,18.0,185.0,23.0,125.0,34.0,29.0,39.0,77.0,21.0,30.0,16.0,22.0,42.0,82.0,24.0,23.0,19.0,14.0,27.0,35.0,21.0,11.0,28.0,213.0,11.0,13.0,16.0,19.0,11.0,11.0,54.0,93.0,34.0,206.0,23.0,37.0,29.0,23.0,11.0,19.0,35.0,19.0,48.0,29.0,50.0,22.0,25.0,29.0,18.0,11.0,34.0,11.0,14.0,32.0,35.0,53.0,32.0,37.0,23.0,24.0,11.0,25.0,16.0,107.0,25.0,26.0,46.0
11.0,62.0,40.0,53.0,50.0,47.0,171.0,38.0,56.0,55.0,57.0,64.0,96.0,52.0,182.0,41.0,31.0,47.0,22.0,25.0,21.0,32.0,19.0,32.0,186.0,54.0,31.0,37.0,49.0,44.0,20.0,188.0,26.0,127.0,36.0,32.0,43.0,75.0,19.0,32.0,16.0,24.0,42.0,83.0,26.0,24.0,21.0,13.0,30.0,34.0,22.0,11.0,26.0,215.0,11.0,15.0,18.0,22.0,11.0,11.0,55.0,97.0,34.0,209.0,21.0,38.0,27.0,22.0,11.0,21.0,34.0,22.0,50.0,29.0,49.0,23.0,24.0,29.0,20.0,14.0,36.0,13.0,14.0,33.0,41.0,48.0,30.0,35.0,23.0,24.0,11.0,24.0,18.0,116.0,27.0,27.0,45.0
11.25,65.0,42.0,52.0,52.0,49.0,174.0,38.0,58.0,59.0,61.0,65.0,100.0,54.0,183.0,44.0,32.0,50.0,23.0,28.0,24.0,33.0,21.0,34.0,189.0,57.0,31.0,39.0,52.0,46.0,21.0,190.0,26.0,134.0,38.0,34.0,45.0,76.0,21.0,34.0,18.0,24.0,42.0,83.0,28.0,25.0,21.0,15.0,32.0,35.0,22.0,12.0,26.0,217.0,11.0,14.0,17.0,23.0,11.0,11.0,56.0,102.0,34.0,211.0,20.0,37.0,30.0,24.0,12.0,24.0,34.0,23.0,48.0,27.0,48.0,23.0,25.0,30.0,21.0,13.0,36.0,15.0,13.0,35.0,38.0,49.0,30.0,37.0,24.0,26.0,11.0,26.0,19.0,119.0,29.0,29.0,47.0
11.5,60.0,37.0,48.0,47.0,45.0,166.0,37.0,54.0,52.0,53.0,61.0,91.0,50.0,182.0,42.0,30.0,46.0,20.0,24.0,21.0,30.0,17.0,30.0,185.0,51.0,29.0,36.0,48.0,41.0,18.0,190.0,24.0,133.0,35.0,29.0,41.0,74.0,15.0,27.0,15.0,23.0,40.0,81.0,24.0,22.0,17.0,11.0,25.0,33.0,20.0,11.0,23.0,217.0,11.0,12.0,15.0,21.0,11.0,11.0,53.0,103.0,32.0,210.0,21.0,35.0,27.0,22.0,11.0,21.0,32.0,18.0,48.0,27.0,48.0,22.0,24.0,30.0,19.0,12.0,32.0,11.0,12.0,33.0,36.0,49.0,26.0,32.0,23.0,22.0,11.0,23.0,16.0,117.0,27.0,25.0,45.0
11.75,65.0,39.0,49.0,47.0,49.0,170.0,39.0,55.0,57.0,55.0,64.0,94.0,52.0,184.0,46.0,31.0,47.0,22.0,25.0,21.0,33.0,18.0,32.0,191.0,54.0,31.0,39.0,50.0,42.0,19.0,194.0,26.0,137.0,35.0,32.0,44.0,77.0,19.0,32.0,16.0,25.0,41.0,82.0,24.0,25.0,19.0,14.0,30.0,35.0,21.0,14.0,27.0,219.0,11.0,14.0,16.0,23.0,12.0,11.0,56.0,111.0,34.0,214.0,22.0,40.0,29.0,24.0,11.0,22.0,34.0,20.0,49.0,29.0,50.0,23.0,25.0,33.0,20.0,13.0,35.0,13.0,14.0,34.0,38.0,53.0,30.0,32.0,23.0,23.0,11.0,23.0,18.0,122.0,30.0,31.0,45.0
12.0,65.0,41.0,52.0,50.0,50.0,173.0,40.0,56.0,58.0,56.0,67.0,95.0,54.0,188.0,49.0,33.0,51.0,23.0,27.0,23.0,33.0,19.0,32.0,192.0,56.0,32.0,40.0,52.0,45.0,21.0,196.0,26.0,144.0,39.0,33.0,44.0,77.0,22.0,33.0,19.0,28.0,44.0,83.0,27.0,26.0,21.0,15.0,32.0,37.0,25.0,14.0,29.0,221.0,11.0,15.0,19.0,24.0,12.0,11.0,56.0,116.0,35.0,216.0,24.0,39.0,32.0,24.0,11.0,21.0,37.0,23.0,52.0,31.0,51.0,24.0,26.0,35.0,21.0,15.0,37.0,16.0,18.0,35.0,38.0,54.0,34.0,37.0,25.0,26.0,11.0,24.0,19.0,124.0,29.0,30.0,48.0
12.25,63.0,41.0,53.0,50.0,48.0,173.0,40.0,58.0,58.0,59.0,65.0,98.0,54.0,190.0,50.0,32.0,48.0,23.0,26.0,23.0,34.0,20.0,33.0,194.0,53.0,32.0,38.0,50.0,44.0,22.0,197.0,26.0,147.0,39.0,33.0,46.0,78.0,21.0,33.0,18.0,26.0,44.0,83.0,26.0,25.0,20.0,15.0,32.0,35.0,23.0,14.0,30.0,223.0,11.0,15.0,18.0,25.0,11.0,11.0,57.0,116.0,34.0,217.0,22.0,40.0,32.0,23.0,12.0,22.0,36.0,21.0,53.0,29.0,49.0,24.0,26.0,35.0,20.0,15.0,36.0,13.0,14.0,35.0,41.0,52.0,27.0,34.0,24.0,26.0,11.0,27.0,20.0,130.0,33.0,30.0,49.0
12.5,64.0,39.0,53.0,50.0,48.0,172.0,39.0,55.0,55.0,56.0,64.0,97.0,53.0,192.0,54.0,32.0,50.0,25.0,27.0,21.0,33.0,21.0,31.0,197.0,55.0,33.0,38.0,50.0,44.0,20.0,198.0,25.0,150.0,38.0,31.0,45.0,77.0,20.0,32.0,18.0,27.0,42.0,83.0,27.0,25.0,19.0,12.0,29.0,38.0,22.0,11.0,26.0,223.0,11.0,13.0,18.0,24.0,11.0,11.0,58.0,123.0,35.0,219.0,21.0,40.0,31.0,25.0,11.0,21.0,34.0,21.0,52.0,30.0,50.0,22.0,25.0,35.0,19.0,13.0,35.0,14.0,16.0,35.0,40.0,54.0,29.0,36.0,23.0,23.0,11.0,24.0,19.0,132.0,30.0,31.0,48.0
12.75,59.0,38.0,51.0,46.0,46.0,171.0,37.0,55.0,54.0,55.0,60.0,96.0,50.0,191.0,51.0,30.0,47.0,23.0,26.0,22.0,32.0,19.0,31.0,196.0,52.0,31.0,37.0,50.0,44.0,18.0,199.0,25.0,150.0,37.0,31.0,44.0,74.0,18.0,31.0,15.0,24.0,39.0,82.0,25.0,24.0,18.0,13.0,30.0,36.0,20.0,11.0,26.0,224.0,11.0,13.0,16.0,25.0,11.0,11.0,54.0,124.0,33.0,219.0,20.0,36.0,28.0,23.0,11.0,21.0,34.0,21.0,48.0,28.0,47.0,21.0,23.0,32.0,19.0,11.0,34.0,13.0,14.0,35.0,38.0,49.0,27.0,30.0,21.0,23.0,11.0,23.0,19.0,134.0,30.0,30.0,46.0
13.0,66.0,43.0,55.0,53.0,52.0,177.0,37.0,56.0,56.0,58.0,65.0,98.0,57.0,195.0,58.0,35.0,50.0,24.0,28.0,25.0,35.0,21.0,36.0,200.0,56.0,34.0,38.0,51.0,45.0,22.0,204.0,28.0,155.0,37.0,34.0,48.0,79.0,22.0,34.0,21.0,26.0,45.0,89.0,26.0,27.0,21.0,16.0,31.0,38.0,23.0,16.0,30.0,227.0,11.0,18.0,18.0,27.0,12.0,11.0,54.0,133.0,36.0,219.0,24.0,41.0,32.0,24.0,11.0,21.0,37.0,23.0,49.0,31.0,51.0,26.0,26.0,33.0,20.0,13.0,37.0,12.0,15.0,36.0,39.0,52.0,32.0,37.0,26.0,27.0,11.0,24.0,17.0,135.0,29.0,30.0,46.0
13.25,61.0,41.0,52.0,49.0,49.0,173.0,37.0,55.0,53.0,55.0,65.0,99.0,52.0,195.0,58.0,32.0,47.0,23.0,27.0,20.0,33.0,19.0,32.0,199.0,55.0,31.0,37.0,48.0,46.0,17.0,206.0,23.0,158.0,37.0,30.0,44.0,77.0,20.0,32.0,17.0,25.0,42.0,86.0,25.0,24.0,19.0,13.0,27.0,35.0,23.0,11.0,27.0,228.0,11.0,15.0,16.0,24.0,11.0,11.0,55.0,135.0,35.0,221.0,21.0,37.0,29.0,22.0,11.0,20.0,36.0,20.0,49.0,27.0,50.0,23.0,24.0,34.0,18.0,12.0,34.0,11.0,16.0,33.0,39.0,50.0,28.0,35.0,21.0,25.0,11.0,22.0,16.0,136.0,28.0,27.0,45.0
13.5,62.0,38.0,53.0,49.0,50.0,175.0,40.0,59.0,59.0,58.0,67.0,100.0,53.0,197.0,62.0,33.0,47.0,25.0,27.0,24.0,33.0,21.0,34.0,201.0,54.0,34.0,39.0,52.0,46.0,21.0,206.0,25.0,162.0,38.0,33.0,47.0,77.0,20.0,34.0,18.0,25.0,44.0,84.0,26.0,25.0,20.0,14.0,32.0,37.0,20.0,12.0,26.0,231.0,11.0,16.0,18.0,28.0,12.0,11.0,57.0,140.0,33.0,225.0,22.0,40.0,31.0,25.0,11.0,23.0,36.0,22.0,51.0,31.0,50.0,24.0,25.0,35.0,21.0,15.0,36.0,15.0,15.0,36.0,42.0,51.0,27.0,32.0,22.0,24.0,11.0,26.0,19.0,145.0,31.0,32.0,48.0
13.75,65.0,39.0,54.0,50.0,51.0,173.0,38.0,58.0,59.0,57.0,66.0,100.0,56.0,200.0,63.0,34.0,51.0,24.0,28.0,26.0,34.0,21.0,31.0,203.0,54.0,33.0,42.0,52.0,46.0,21.0,209.0,25.0,166.0,39.0,34.0,48.0,79.0,23.0,34.0,18.0,26.0,44.0,87.0,27.0,26.0,22.0,14.0,31.0,39.0,23.0,14.0,28.0,231.0,11.0,16.0,19.0,30.0,11.0,11.0,58.0,144.0,37.0,224.0,21.0,40.0,30.0,25.0,12.0,22.0,36.0,24.0,52.0,29.0,52.0,24.0,26.0,36.0,21.0,15.0,37.0,14.0,15.0,35.0,41.0,54.0,31.0,33.0,25.0,26.0,11.0,25.0,18.0,143.0,32.0,31.0,48.0
14.0,61.0,40.0,53.0,48.0,49.0,173.0,38.0,56.0,57.0,55.0,64.0,99.0,54.0,200.0,66.0,30.0,49.0,22.0,27.0,24.0,35.0,19.0,31.0,201.0,53.0,32.0,39.0,50.0,45.0,20.0,208.0,27.0,168.0,37.0,33.0,45.0,77.0,22.0,34.0,18.0,27.0,44.0,85.0,25.0,25.0,23.0,14.0,31.0,38.0,24.0,13.0,28.0,231.0,11.0,17.0,18.0,29.0,13.0,11.0,57.0,147.0,36.0,227.0,22.0,41.0,31.0,24.0,11.0,22.0,37.0,21.0,50.0,30.0,49.0,24.0,26.0,36.0,21.0,14.0,37.0,15.0,15.0,32.0,41.0,51.0,29.0,34.0,23.0,24.0,11.0,25.0,18.0,148.0,31.0,30.0,48.0
14.25,64.0,39.0,53.0,49.0,50.0,174.0,37.0,56.0,55.0,52.0,64.0,95.0,55.0,199.0,66.0,32.0,49.0,22.0,25.0,22.0,33.0,20.0,31.0,201.0,55.0,32.0,40.0,51.0,45.0,20.0,210.0,25.0,170.0,38.0,31.0,43.0,77.0,21.0,33.0,18.0,28.0,42.0,85.0,26.0,26.0,19.0,16.0,29.0,39.0,23.0,12.0,28.0,232.0,11.0,15.0,15.0,30.0,12.0,11.0,56.0,156.0,35.0,227.0,23.0,41.0,30.0,25.0,11.0,23.0,35.0,20.0,51.0,32.0,52.0,24.0,27.0,37.0,20.0,13.0,38.0,13.0,13.0,32.0,37.0,53.0,31.0,35.0,24.0,26.0,11.0,24.0,20.0,147.0,29.0,28.0,48.0
14.5,63.0,41.0,52.0,49.0,49.0,175.0,35.0,55.0,54.0,54.0,65.0,98.0,54.0,202.0,68.0,31.0,49.0,24.0,26.0,24.0,34.0,19.0,31.0,202.0,54.0,33.0,38.0,51.0,45.0,21.0,212.0,26.0,174.0,37.0,33.0,46.0,77.0,22.0,32.0,18.0,26.0,44.0,86.0,26.0,24.0,20.0,14.0,29.0,38.0,24.0,11.0,28.0,233.0,11.0,14.0,19.0,29.0,13.0,11.0,56.0,156.0,36.0,227.0,24.0,41.0,31.0,24.0,12.0,23.0,36.0,22.0,49.0,33.0,51.0,25.0,25.0,38.0,18.0,14.0,37.0,14.0,15.0,33.0,41.0,53.0,31.0,36.0,25.0,24.0,11.0,25.0,18.0,151.0,31.0,29.0,46.0
14.75,60.0,38.0,49.0,46.0,44.0,169.0,36.0,54.0,54.0,53.0,62.0,93.0,53.0,201.0,67.0,31.0,47.0,21.0,25.0,21.0,34.0,18.0,31.0,203.0,53.0,29.0,37.0,49.0,42.0,20.0,212.0,24.0,174.0,34.0,30.0,43.0,77.0,19.0,31.0,15.0,25.0,40.0,82.0,24.0,24.0,19.0,13.0,27.0,35.0,20.0,11.0,27.0,232.0,11.0,13.0,15.0,31.0,11.0,11.0,53.0,160.0,34.0,228.0,23.0,38.0,29.0,24.0,11.0,22.0,32.0,20.0,48.0,30.0,49.0,22.0,24.0,37.0,20.0,11.0,35.0,13.0,13.0,31.0,39.0,54.0,28.0,32.0,21.0,25.0,11.0,24.0,18.0,152.0,27.0,26.0,44.0
15.0,62.0,40.0,53.0,51.0,48.0,175.0,40.0,57.0,59.0,56.0,66.0,98.0,53.0,206.0,73.0,32.0,47.0,26.0,26.0,25.0,36.0,19.0,33.0,207.0,54.0,35.0,39.0,52.0,46.0,20.0,216.0,24.0,181.0,37.0,32.0,46.0,76.0,21.0,34.0,18.0,26.0,45.0,85.0,25.0,25.0,20.0,15.0,30.0,36.0,22.0,13.0,28.0,237.0,11.0,14.0,17.0,32.0,11.0,11.0,57.0,165.0,36.0,231.0,24.0,42.0,31.0,24.0,11.0,22.0,36.0,22.0,53.0,29.0,49.0,23.0,26.0,39.0,21.0,13.0,37.0,12.0,15.0,33.0,41.0,52.0,30.0,35.0,24.0,25.0,11.0,23.0,16.0,160.0,32.0,32.0,49.0
15.25,63.0,41.0,53.0,51.0,48.0,174.0,37.0,55.0,57.0,56.0,66.0,100.0,53.0,208.0,74.0,32.0,48.0,25.0,26.0,24.0,34.0,20.0,34.0,205.0,54.0,32.0,39.0,51.0,46.0,21.0,217.0,25.0,181.0,37.0,33.0,46.0,77.0,19.0,34.0,17.0,26.0,44.0,84.0,24.0,25.0,21.0,14.0,31.0,37.0,22.0,13.0,27.0,236.0,11.0,16.0,18.0,32.0,11.0,11.0,55.0,168.0,33.0,229.0,24.0,40.0,29.0,24.0,11.0,23.0,35.0,21.0,49.0,28.0,50.0,22.0,23.0,39.0,19.0,11.0,37.0,15.0,14.0,34.0,39.0,51.0,28.0,35.0,24.0,25.0,11.0,24.0,17.0,159.0,32.0,31.0,46.0
15.5,61.0,39.0,51.0,48.0,47.0,173.0,35.0,55.0,56.0,54.0,65.0,98.0,49.0,205.0,74.0,31.0,48.0,23.0,26.0,22.0,35.0,18.0,31.0,206.0,52.0,32.0,36.0,50.0,45.0,19.0,219.0,25.0,184.0,36.0,32.0,43.0,77.0,17.0,31.0,16.0,25.0,42.0,85.0,25.0,25.0,21.0,15.0,30.0,36.0,21.0,13.0,27.0,236.0,11.0,15.0,18.0,33.0,11.0,11.0,55.0,172.0,35.0,231.0,23.0,40.0,29.0,23.0,11.0,22.0,35.0,24.0,48.0,30.0,48.0,22.0,26.0,39.0,20.0,13.0,36.0,14.0,14.0,33.0,40.0,49.0,26.0,33.0,20.0,24.0,11.0,27.0,17.0,163.0,30.0,31.0,46.0
15.75,66.0,42.0,54.0,51.0,50.0,178.0,37.0,58.0,56.0,58.0,67.0,101.0,56.0,209.0,80.0,36.0,50.0,26.0,29.0,26.0,37.0,22.0,32.0,209.0,57.0,33.0,41.0,52.0,47.0,21.0,221.0,29.0,187.0,36.0,34.0,47.0,77.0,20.0,35.0,22.0,27.0,45.0,87.0,27.0,25.0,22.0,16.0,32.0,38.0,25.0,14.0,30.0,240.0,11.0,16.0,19.0,34.0,11.0,11.0,55.0,178.0,35.0,233.0,24.0,43.0,32.0,25.0,12.0,24.0,35.0,23.0,50.0,29.0,51.0,24.0,26.0,40.0,22.0,12.0,39.0,14.0,16.0,34.0,39.0,51.0,31.0,32.0,25.0,26.0,11.0,25.0,20.0,163.0,30.0,32.0,45.0
16.0,65.0,41.0,57.0,53.0,50.0,175.0,39.0,61.0,60.0,57.0,70.0,102.0,56.0,211.0,83.0,34.0,51.0,27.0,28.0,26.0,37.0,20.0,34.0,209.0,56.0,33.0,41.0,53.0,47.0,20.0,222.0,25.0,191.0,38.0,33.0,48.0,81.0,22.0,33.0,20.0,28.0,46.0,87.0,26.0,27.0,21.0,15.0,32.0,39.0,25.0,14.0,29.0,241.0,11.0,17.0,16.0,37.0,14.0,11.0,58.0,180.0,36.0,235.0,25.0,44.0,33.0,26.0,11.0,25.0,36.0,22.0,52.0,31.0,55.0,24.0,26.0,42.0,20.0,15.0,39.0,14.0,17.0,36.0,41.0,52.0,30.0,36.0,25.0,27.0,11.0,26.0,17.0,169.0,31.0,33.0,48.0
16.25,65.0,43.0,55.0,52.0,50.0,176.0,39.0,59.0,59.0,59.0,69.0,101.0,54.0,212.0,85.0,34.0,52.0,25.0,30.0,24.0,36.0,22.0,34.0,210.0,57.0,34.0,38.0,52.0,47.0,21.0,225.0,28.0,192.0,39.0,34.0,48.0,78.0,22.0,34.0,18.0,27.0,48.0,85.0,28.0,26.0,21.0,16.0,34.0,37.0,24.0,13.0,29.0,242.0,11.0,17.0,19.0,38.0,14.0,12.0,56.0,185.0,35.0,237.0,25.0,43.0,33.0,26.0,13.0,25.0,36.0,23.0,51.0,32.0,53.0,26.0,27.0,42.0,20.0,16.0,39.0,15.0,15.0,34.0,42.0,53.0,30.0,35.0,26.0,26.0,11.0,25.0,19.0,170.0,34.0,33.0,47.0
