Data File,C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-9983_Escherichia coli__2_37_PMX_438_3#12#2019_A_15B_29.oka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.25,57.0,43.0,54.0,49.0,56.0,239.0,44.0,43.0,43.0,35.0,48.0,90.0,47.0,205.0,11.0,36.0,63.0,32.0,26.0,18.0,31.0,25.0,68.0,251.0,40.0,33.0,35.0,32.0,36.0,43.0,172.0,43.0,32.0,33.0,39.0,71.0,156.0,17.0,40.0,38.0,38.0,49.0,78.0,50.0,22.0,33.0,29.0,33.0,76.0,30.0,32.0,27.0,236.0,11.0,23.0,252.0,38.0,11.0,16.0,45.0,54.0,38.0,250.0,33.0,57.0,34.0,24.0,22.0,52.0,105.0,22.0,26.0,44.0,68.0,29.0,30.0,17.0,18.0,14.0,45.0,14.0,15.0,36.0,35.0,42.0,43.0,34.0,31.0,35.0,30.0,42.0,20.0,141.0,41.0,29.0,52.0
25.5,57.0,42.0,54.0,50.0,57.0,239.0,44.0,42.0,41.0,34.0,46.0,86.0,49.0,206.0,12.0,37.0,64.0,29.0,24.0,18.0,30.0,26.0,70.0,252.0,39.0,34.0,36.0,33.0,37.0,42.0,172.0,40.0,31.0,32.0,38.0,69.0,156.0,19.0,39.0,36.0,36.0,47.0,80.0,47.0,21.0,33.0,29.0,31.0,76.0,29.0,31.0,27.0,238.0,11.0,22.0,254.0,36.0,12.0,16.0,43.0,52.0,39.0,251.0,32.0,57.0,34.0,23.0,23.0,51.0,104.0,21.0,26.0,44.0,66.0,28.0,30.0,17.0,19.0,14.0,45.0,14.0,12.0,35.0,35.0,42.0,42.0,37.0,30.0,35.0,28.0,42.0,18.0,144.0,40.0,30.0,50.0
25.75,64.0,46.0,58.0,49.0,59.0,236.0,41.0,38.0,37.0,29.0,44.0,82.0,53.0,204.0,15.0,34.0,63.0,27.0,24.0,16.0,27.0,20.0,67.0,244.0,41.0,32.0,37.0,31.0,36.0,38.0,176.0,39.0,31.0,27.0,32.0,61.0,164.0,18.0,43.0,36.0,33.0,45.0,80.0,47.0,18.0,30.0,25.0,26.0,71.0,35.0,33.0,33.0,237.0,11.0,21.0,251.0,34.0,11.0,11.0,39.0,53.0,45.0,259.0,35.0,58.0,33.0,19.0,19.0,50.0,104.0,18.0,23.0,49.0,71.0,30.0,34.0,19.0,16.0,13.0,41.0,11.0,11.0,32.0,32.0,50.0,52.0,37.0,34.0,35.0,28.0,38.0,21.0,140.0,34.0,22.0,43.0
26.0,58.0,43.0,55.0,46.0,54.0,239.0,40.0,40.0,38.0,32.0,43.0,87.0,49.0,205.0,13.0,35.0,61.0,28.0,23.0,18.0,28.0,23.0,68.0,250.0,38.0,32.0,37.0,31.0,34.0,42.0,175.0,41.0,30.0,30.0,33.0,67.0,156.0,20.0,40.0,35.0,36.0,46.0,79.0,46.0,21.0,32.0,26.0,32.0,75.0,30.0,31.0,29.0,239.0,11.0,23.0,255.0,36.0,11.0,14.0,41.0,54.0,39.0,252.0,31.0,58.0,34.0,23.0,21.0,51.0,103.0,21.0,25.0,44.0,69.0,30.0,30.0,16.0,16.0,12.0,44.0,13.0,13.0,33.0,33.0,44.0,43.0,36.0,32.0,34.0,26.0,40.0,19.0,146.0,36.0,28.0,47.0
26.25,60.0,46.0,58.0,57.0,60.0,244.0,45.0,45.0,43.0,37.0,50.0,91.0,53.0,214.0,12.0,38.0,69.0,35.0,27.0,21.0,30.0,27.0,71.0,253.0,43.0,34.0,38.0,32.0,39.0,44.0,182.0,45.0,32.0,35.0,41.0,71.0,157.0,21.0,45.0,42.0,40.0,51.0,84.0,55.0,22.0,35.0,30.0,35.0,76.0,31.0,32.0,30.0,240.0,11.0,23.0,255.0,40.0,11.0,15.0,45.0,49.0,40.0,249.0,32.0,54.0,35.0,26.0,22.0,53.0,107.0,24.0,26.0,45.0,71.0,31.0,26.0,14.0,18.0,15.0,45.0,13.0,15.0,36.0,35.0,44.0,44.0,36.0,31.0,36.0,27.0,41.0,17.0,145.0,41.0,31.0,48.0
26.5,58.0,42.0,52.0,48.0,53.0,241.0,40.0,40.0,40.0,33.0,45.0,86.0,48.0,208.0,12.0,35.0,61.0,30.0,23.0,18.0,28.0,25.0,67.0,251.0,38.0,32.0,34.0,30.0,34.0,40.0,178.0,40.0,28.0,31.0,35.0,69.0,155.0,19.0,39.0,35.0,37.0,45.0,79.0,50.0,20.0,32.0,26.0,32.0,73.0,30.0,31.0,26.0,241.0,11.0,21.0,255.0,37.0,11.0,13.0,41.0,49.0,37.0,251.0,29.0,55.0,32.0,24.0,20.0,51.0,104.0,21.0,23.0,42.0,66.0,29.0,29.0,15.0,16.0,13.0,43.0,12.0,11.0,35.0,32.0,42.0,43.0,34.0,30.0,33.0,25.0,39.0,18.0,150.0,38.0,29.0,47.0
26.75,58.0,38.0,54.0,49.0,54.0,242.0,41.0,40.0,39.0,34.0,45.0,88.0,47.0,209.0,11.0,35.0,62.0,30.0,23.0,19.0,27.0,25.0,66.0,252.0,38.0,33.0,36.0,31.0,35.0,41.0,177.0,43.0,30.0,33.0,37.0,68.0,152.0,19.0,38.0,35.0,36.0,46.0,78.0,49.0,21.0,34.0,28.0,32.0,75.0,28.0,33.0,26.0,240.0,11.0,24.0,256.0,38.0,14.0,14.0,44.0,51.0,36.0,252.0,31.0,57.0,33.0,23.0,20.0,51.0,106.0,22.0,25.0,42.0,68.0,28.0,28.0,18.0,16.0,15.0,43.0,13.0,12.0,35.0,36.0,41.0,41.0,33.0,28.0,34.0,27.0,41.0,19.0,153.0,39.0,29.0,51.0
27.0,57.0,43.0,51.0,50.0,55.0,244.0,42.0,40.0,40.0,33.0,45.0,88.0,48.0,207.0,12.0,37.0,63.0,30.0,24.0,18.0,29.0,23.0,68.0,253.0,40.0,33.0,35.0,31.0,37.0,42.0,181.0,41.0,31.0,33.0,38.0,69.0,154.0,17.0,39.0,36.0,37.0,47.0,79.0,49.0,21.0,33.0,28.0,31.0,76.0,31.0,34.0,28.0,242.0,11.0,23.0,259.0,38.0,11.0,16.0,43.0,53.0,38.0,254.0,32.0,58.0,35.0,22.0,21.0,50.0,105.0,22.0,25.0,44.0,68.0,30.0,30.0,16.0,18.0,15.0,44.0,14.0,12.0,35.0,34.0,45.0,43.0,36.0,32.0,37.0,27.0,42.0,20.0,155.0,38.0,30.0,52.0
27.25,59.0,44.0,55.0,50.0,56.0,242.0,39.0,40.0,40.0,32.0,43.0,85.0,49.0,209.0,11.0,35.0,61.0,28.0,22.0,15.0,26.0,22.0,67.0,251.0,39.0,32.0,35.0,31.0,35.0,42.0,184.0,40.0,30.0,29.0,36.0,67.0,157.0,17.0,40.0,38.0,37.0,45.0,79.0,50.0,21.0,32.0,27.0,31.0,73.0,30.0,30.0,28.0,242.0,11.0,21.0,257.0,35.0,11.0,15.0,41.0,50.0,38.0,255.0,31.0,56.0,35.0,22.0,19.0,48.0,106.0,21.0,23.0,45.0,69.0,30.0,30.0,15.0,15.0,12.0,43.0,12.0,11.0,34.0,32.0,44.0,45.0,34.0,31.0,34.0,27.0,38.0,18.0,152.0,37.0,26.0,47.0
27.5,59.0,42.0,54.0,51.0,55.0,241.0,40.0,39.0,39.0,33.0,43.0,87.0,48.0,211.0,11.0,37.0,60.0,28.0,23.0,18.0,31.0,23.0,67.0,252.0,39.0,32.0,34.0,33.0,35.0,40.0,181.0,41.0,30.0,32.0,37.0,69.0,155.0,18.0,39.0,37.0,39.0,48.0,79.0,47.0,20.0,31.0,26.0,32.0,74.0,31.0,29.0,28.0,243.0,11.0,24.0,258.0,36.0,11.0,15.0,42.0,52.0,39.0,255.0,30.0,58.0,34.0,23.0,22.0,49.0,101.0,19.0,24.0,46.0,70.0,29.0,30.0,16.0,17.0,14.0,43.0,12.0,12.0,34.0,34.0,44.0,44.0,35.0,31.0,32.0,27.0,41.0,19.0,158.0,35.0,27.0,48.0
27.75,58.0,43.0,55.0,49.0,54.0,241.0,39.0,38.0,39.0,32.0,41.0,85.0,48.0,206.0,12.0,34.0,60.0,28.0,23.0,16.0,29.0,23.0,69.0,249.0,38.0,31.0,36.0,30.0,34.0,41.0,184.0,41.0,29.0,30.0,34.0,65.0,156.0,16.0,39.0,34.0,36.0,43.0,80.0,47.0,20.0,31.0,23.0,30.0,75.0,28.0,32.0,26.0,242.0,11.0,20.0,258.0,36.0,11.0,11.0,39.0,52.0,39.0,257.0,33.0,57.0,33.0,20.0,21.0,51.0,101.0,20.0,24.0,44.0,69.0,28.0,28.0,14.0,18.0,14.0,44.0,11.0,11.0,34.0,32.0,46.0,44.0,38.0,29.0,33.0,27.0,42.0,20.0,158.0,38.0,28.0,49.0
28.0,56.0,41.0,49.0,49.0,54.0,242.0,38.0,38.0,40.0,32.0,41.0,85.0,48.0,210.0,11.0,34.0,59.0,26.0,22.0,16.0,26.0,22.0,67.0,251.0,39.0,30.0,33.0,31.0,34.0,39.0,184.0,40.0,29.0,31.0,35.0,67.0,154.0,17.0,38.0,36.0,37.0,43.0,78.0,47.0,19.0,31.0,27.0,30.0,74.0,30.0,29.0,27.0,243.0,11.0,21.0,258.0,36.0,11.0,13.0,43.0,49.0,39.0,254.0,32.0,57.0,34.0,22.0,20.0,49.0,103.0,20.0,25.0,44.0,66.0,26.0,28.0,14.0,16.0,12.0,43.0,11.0,12.0,32.0,33.0,42.0,44.0,34.0,31.0,34.0,28.0,39.0,17.0,159.0,35.0,25.0,48.0
28.25,65.0,49.0,60.0,53.0,60.0,244.0,40.0,39.0,40.0,32.0,41.0,85.0,55.0,218.0,14.0,37.0,65.0,31.0,25.0,17.0,29.0,23.0,66.0,250.0,46.0,36.0,37.0,34.0,38.0,42.0,194.0,42.0,28.0,29.0,34.0,65.0,165.0,19.0,46.0,43.0,38.0,48.0,81.0,53.0,20.0,31.0,27.0,29.0,74.0,34.0,35.0,33.0,246.0,11.0,22.0,259.0,35.0,11.0,12.0,39.0,54.0,47.0,260.0,35.0,60.0,35.0,22.0,21.0,50.0,105.0,20.0,23.0,51.0,76.0,32.0,32.0,16.0,16.0,14.0,44.0,11.0,13.0,31.0,32.0,50.0,54.0,43.0,37.0,38.0,30.0,41.0,20.0,155.0,35.0,24.0,47.0
28.5,64.0,48.0,56.0,55.0,59.0,246.0,40.0,42.0,41.0,35.0,47.0,87.0,53.0,218.0,11.0,38.0,68.0,34.0,27.0,20.0,29.0,26.0,68.0,252.0,46.0,34.0,36.0,31.0,39.0,42.0,193.0,43.0,30.0,33.0,39.0,72.0,156.0,19.0,43.0,43.0,39.0,49.0,83.0,55.0,22.0,34.0,28.0,30.0,74.0,29.0,32.0,29.0,246.0,11.0,24.0,258.0,37.0,11.0,14.0,42.0,50.0,37.0,251.0,31.0,54.0,35.0,24.0,22.0,50.0,105.0,24.0,23.0,43.0,71.0,28.0,28.0,16.0,18.0,11.0,43.0,12.0,14.0,33.0,33.0,45.0,46.0,35.0,31.0,35.0,28.0,38.0,17.0,159.0,36.0,29.0,46.0
28.75,56.0,41.0,52.0,48.0,52.0,245.0,38.0,38.0,42.0,34.0,42.0,87.0,48.0,209.0,11.0,35.0,58.0,29.0,21.0,18.0,29.0,24.0,67.0,252.0,39.0,31.0,33.0,30.0,32.0,41.0,187.0,39.0,28.0,32.0,37.0,68.0,150.0,19.0,35.0,33.0,35.0,41.0,77.0,48.0,20.0,33.0,28.0,34.0,74.0,29.0,30.0,24.0,245.0,11.0,22.0,260.0,36.0,11.0,14.0,44.0,50.0,37.0,253.0,32.0,56.0,34.0,24.0,21.0,50.0,106.0,21.0,27.0,41.0,65.0,27.0,28.0,15.0,17.0,12.0,44.0,13.0,12.0,35.0,35.0,43.0,41.0,33.0,28.0,33.0,27.0,42.0,18.0,165.0,39.0,30.0,50.0
29.0,55.0,42.0,51.0,49.0,53.0,244.0,37.0,37.0,40.0,33.0,40.0,86.0,46.0,207.0,11.0,35.0,59.0,27.0,22.0,18.0,27.0,22.0,68.0,253.0,36.0,29.0,34.0,30.0,34.0,40.0,190.0,37.0,28.0,32.0,34.0,68.0,151.0,17.0,36.0,33.0,35.0,41.0,76.0,45.0,20.0,32.0,28.0,31.0,74.0,29.0,28.0,26.0,246.0,11.0,22.0,260.0,35.0,11.0,14.0,43.0,50.0,37.0,252.0,30.0,58.0,31.0,22.0,20.0,50.0,104.0,23.0,25.0,43.0,66.0,29.0,28.0,17.0,14.0,14.0,44.0,14.0,16.0,33.0,34.0,43.0,44.0,34.0,30.0,32.0,26.0,42.0,19.0,166.0,39.0,29.0,50.0
29.25,59.0,43.0,54.0,52.0,55.0,248.0,40.0,39.0,43.0,36.0,44.0,89.0,51.0,213.0,14.0,37.0,61.0,32.0,24.0,20.0,29.0,26.0,71.0,255.0,41.0,32.0,35.0,32.0,36.0,42.0,194.0,41.0,30.0,33.0,39.0,71.0,153.0,20.0,38.0,36.0,38.0,45.0,81.0,51.0,21.0,36.0,30.0,33.0,77.0,28.0,31.0,28.0,247.0,12.0,23.0,263.0,39.0,11.0,16.0,43.0,49.0,37.0,252.0,32.0,58.0,36.0,24.0,22.0,50.0,106.0,25.0,27.0,43.0,69.0,30.0,28.0,19.0,18.0,15.0,46.0,15.0,14.0,35.0,35.0,44.0,42.0,37.0,29.0,35.0,27.0,42.0,19.0,168.0,41.0,33.0,50.0
29.5,55.0,39.0,51.0,48.0,52.0,243.0,36.0,36.0,38.0,29.0,40.0,85.0,46.0,209.0,11.0,34.0,59.0,28.0,20.0,17.0,29.0,22.0,67.0,251.0,38.0,29.0,33.0,31.0,34.0,39.0,189.0,39.0,27.0,30.0,35.0,67.0,151.0,18.0,34.0,31.0,36.0,40.0,78.0,44.0,19.0,31.0,23.0,29.0,74.0,29.0,29.0,23.0,247.0,11.0,24.0,260.0,35.0,11.0,12.0,42.0,50.0,36.0,255.0,30.0,54.0,33.0,23.0,20.0,47.0,101.0,20.0,24.0,42.0,67.0,27.0,28.0,15.0,17.0,13.0,44.0,11.0,11.0,34.0,34.0,41.0,41.0,33.0,29.0,33.0,26.0,40.0,17.0,168.0,37.0,28.0,48.0
29.75,56.0,40.0,53.0,49.0,53.0,245.0,41.0,38.0,39.0,34.0,43.0,88.0,47.0,208.0,11.0,36.0,60.0,27.0,23.0,19.0,30.0,26.0,68.0,254.0,37.0,29.0,34.0,30.0,35.0,41.0,191.0,37.0,30.0,34.0,37.0,69.0,148.0,16.0,33.0,32.0,34.0,42.0,77.0,47.0,22.0,35.0,28.0,32.0,75.0,31.0,31.0,23.0,248.0,11.0,21.0,262.0,37.0,13.0,16.0,44.0,53.0,36.0,253.0,31.0,57.0,32.0,24.0,21.0,50.0,103.0,22.0,27.0,42.0,67.0,27.0,29.0,16.0,17.0,15.0,45.0,14.0,13.0,34.0,35.0,43.0,40.0,34.0,29.0,34.0,27.0,43.0,19.0,172.0,39.0,31.0,50.0
30.0,55.0,40.0,49.0,46.0,51.0,245.0,39.0,37.0,39.0,32.0,40.0,88.0,47.0,208.0,11.0,34.0,56.0,26.0,21.0,18.0,27.0,23.0,66.0,253.0,37.0,29.0,32.0,29.0,33.0,39.0,192.0,38.0,25.0,31.0,34.0,68.0,149.0,17.0,33.0,32.0,37.0,39.0,76.0,45.0,18.0,32.0,27.0,31.0,74.0,28.0,29.0,25.0,248.0,11.0,21.0,261.0,35.0,11.0,14.0,40.0,49.0,33.0,253.0,30.0,57.0,32.0,22.0,19.0,49.0,104.0,20.0,24.0,41.0,66.0,27.0,27.0,15.0,17.0,13.0,46.0,11.0,12.0,35.0,33.0,42.0,40.0,35.0,29.0,32.0,27.0,41.0,17.0,172.0,39.0,29.0,49.0
30.25,63.0,47.0,55.0,52.0,57.0,245.0,37.0,35.0,35.0,31.0,39.0,82.0,52.0,217.0,13.0,35.0,61.0,27.0,26.0,15.0,27.0,22.0,65.0,250.0,43.0,33.0,36.0,32.0,36.0,41.0,204.0,39.0,30.0,29.0,35.0,64.0,161.0,20.0,43.0,39.0,37.0,44.0,80.0,50.0,18.0,30.0,24.0,28.0,72.0,34.0,33.0,31.0,251.0,11.0,24.0,263.0,35.0,11.0,13.0,40.0,51.0,41.0,261.0,33.0,57.0,34.0,22.0,21.0,49.0,106.0,20.0,22.0,47.0,72.0,31.0,32.0,17.0,17.0,12.0,42.0,11.0,11.0,31.0,31.0,46.0,50.0,37.0,33.0,35.0,27.0,38.0,17.0,168.0,33.0,23.0,46.0
30.5,56.0,39.0,52.0,47.0,51.0,247.0,34.0,39.0,38.0,32.0,41.0,87.0,49.0,212.0,11.0,34.0,58.0,27.0,20.0,16.0,28.0,24.0,68.0,253.0,37.0,28.0,32.0,29.0,33.0,40.0,195.0,37.0,27.0,29.0,36.0,69.0,151.0,18.0,35.0,32.0,36.0,39.0,76.0,46.0,19.0,32.0,27.0,32.0,75.0,30.0,30.0,26.0,248.0,11.0,21.0,263.0,34.0,11.0,13.0,40.0,48.0,35.0,254.0,30.0,59.0,32.0,22.0,20.0,48.0,104.0,23.0,26.0,43.0,66.0,26.0,27.0,16.0,16.0,13.0,43.0,11.0,11.0,33.0,32.0,42.0,40.0,32.0,28.0,32.0,28.0,39.0,17.0,173.0,39.0,30.0,50.0
30.75,56.0,40.0,50.0,49.0,53.0,247.0,34.0,35.0,39.0,30.0,41.0,86.0,47.0,211.0,11.0,35.0,56.0,27.0,21.0,15.0,30.0,22.0,67.0,253.0,35.0,28.0,35.0,29.0,34.0,39.0,198.0,39.0,27.0,32.0,36.0,69.0,149.0,18.0,33.0,33.0,34.0,41.0,77.0,48.0,20.0,32.0,26.0,30.0,75.0,26.0,28.0,24.0,248.0,11.0,23.0,264.0,37.0,11.0,12.0,42.0,48.0,33.0,253.0,32.0,56.0,31.0,23.0,19.0,49.0,103.0,20.0,23.0,40.0,66.0,27.0,27.0,14.0,16.0,13.0,44.0,11.0,11.0,33.0,33.0,42.0,41.0,30.0,29.0,33.0,25.0,39.0,16.0,174.0,38.0,30.0,49.0
31.0,58.0,38.0,51.0,45.0,53.0,245.0,37.0,33.0,38.0,30.0,38.0,84.0,47.0,210.0,11.0,32.0,56.0,24.0,21.0,15.0,29.0,22.0,65.0,252.0,36.0,29.0,34.0,29.0,33.0,40.0,198.0,37.0,30.0,31.0,31.0,66.0,151.0,18.0,35.0,31.0,35.0,39.0,79.0,44.0,19.0,31.0,26.0,28.0,74.0,30.0,29.0,24.0,251.0,11.0,22.0,263.0,34.0,11.0,11.0,41.0,49.0,35.0,256.0,30.0,59.0,32.0,23.0,21.0,48.0,101.0,19.0,22.0,43.0,67.0,28.0,28.0,15.0,16.0,12.0,43.0,13.0,12.0,31.0,33.0,41.0,42.0,33.0,29.0,32.0,25.0,40.0,18.0,176.0,37.0,27.0,49.0
31.25,58.0,42.0,52.0,50.0,54.0,247.0,35.0,33.0,38.0,31.0,41.0,85.0,48.0,213.0,11.0,35.0,58.0,29.0,23.0,18.0,31.0,25.0,68.0,253.0,40.0,28.0,36.0,31.0,33.0,40.0,200.0,39.0,31.0,31.0,35.0,69.0,152.0,18.0,37.0,35.0,37.0,41.0,79.0,46.0,20.0,32.0,25.0,31.0,76.0,29.0,31.0,27.0,251.0,11.0,24.0,264.0,37.0,11.0,16.0,42.0,50.0,37.0,256.0,30.0,59.0,33.0,23.0,19.0,52.0,105.0,23.0,25.0,44.0,69.0,29.0,29.0,17.0,18.0,13.0,46.0,13.0,13.0,34.0,35.0,44.0,43.0,35.0,30.0,34.0,28.0,41.0,18.0,177.0,40.0,31.0,48.0
31.5,55.0,40.0,49.0,46.0,51.0,247.0,35.0,37.0,39.0,32.0,39.0,86.0,47.0,211.0,11.0,34.0,55.0,25.0,20.0,19.0,29.0,23.0,71.0,252.0,36.0,29.0,35.0,29.0,34.0,39.0,199.0,38.0,29.0,32.0,35.0,68.0,151.0,19.0,34.0,33.0,35.0,38.0,75.0,43.0,20.0,32.0,26.0,32.0,74.0,30.0,30.0,26.0,250.0,11.0,22.0,266.0,36.0,11.0,14.0,41.0,50.0,37.0,255.0,29.0,58.0,33.0,25.0,21.0,48.0,102.0,22.0,28.0,42.0,68.0,28.0,29.0,15.0,19.0,14.0,44.0,14.0,11.0,33.0,33.0,44.0,43.0,33.0,30.0,34.0,28.0,42.0,20.0,182.0,39.0,31.0,51.0
31.75,60.0,43.0,54.0,48.0,56.0,248.0,37.0,35.0,38.0,33.0,38.0,86.0,50.0,214.0,12.0,35.0,59.0,27.0,23.0,18.0,30.0,22.0,67.0,252.0,41.0,31.0,36.0,31.0,35.0,41.0,206.0,41.0,30.0,32.0,36.0,67.0,156.0,18.0,38.0,34.0,37.0,44.0,80.0,50.0,20.0,32.0,28.0,32.0,75.0,30.0,31.0,28.0,254.0,11.0,25.0,266.0,37.0,13.0,12.0,41.0,51.0,40.0,256.0,32.0,57.0,34.0,25.0,21.0,50.0,104.0,22.0,24.0,45.0,71.0,30.0,31.0,17.0,17.0,14.0,45.0,14.0,13.0,34.0,35.0,44.0,45.0,36.0,32.0,34.0,27.0,39.0,21.0,178.0,38.0,28.0,47.0
32.0,58.0,39.0,53.0,47.0,54.0,246.0,35.0,33.0,38.0,30.0,38.0,85.0,47.0,213.0,11.0,33.0,55.0,26.0,20.0,17.0,29.0,23.0,67.0,252.0,39.0,29.0,34.0,31.0,34.0,42.0,202.0,39.0,29.0,32.0,34.0,67.0,150.0,19.0,33.0,30.0,36.0,39.0,78.0,44.0,21.0,30.0,26.0,30.0,74.0,29.0,30.0,26.0,252.0,11.0,23.0,266.0,36.0,11.0,14.0,42.0,50.0,36.0,257.0,32.0,59.0,34.0,22.0,22.0,50.0,102.0,21.0,26.0,44.0,66.0,28.0,28.0,17.0,17.0,13.0,44.0,13.0,13.0,34.0,35.0,44.0,45.0,35.0,31.0,34.0,27.0,43.0,20.0,183.0,40.0,29.0,48.0
32.25,55.0,42.0,51.0,48.0,52.0,248.0,36.0,36.0,39.0,34.0,39.0,87.0,44.0,211.0,11.0,34.0,56.0,25.0,21.0,19.0,31.0,23.0,68.0,254.0,39.0,29.0,36.0,28.0,34.0,39.0,200.0,38.0,27.0,32.0,35.0,69.0,148.0,20.0,33.0,32.0,34.0,38.0,76.0,46.0,20.0,33.0,26.0,32.0,76.0,31.0,30.0,25.0,251.0,11.0,20.0,265.0,37.0,11.0,16.0,44.0,51.0,36.0,252.0,32.0,56.0,32.0,23.0,21.0,48.0,103.0,22.0,26.0,42.0,67.0,29.0,28.0,15.0,19.0,14.0,45.0,15.0,14.0,35.0,35.0,42.0,40.0,34.0,28.0,34.0,26.0,43.0,18.0,185.0,39.0,32.0,50.0
32.5,56.0,42.0,52.0,50.0,56.0,248.0,37.0,35.0,38.0,31.0,38.0,86.0,47.0,212.0,11.0,36.0,58.0,28.0,23.0,19.0,32.0,22.0,68.0,253.0,41.0,30.0,35.0,30.0,34.0,41.0,207.0,40.0,30.0,31.0,37.0,69.0,152.0,18.0,33.0,34.0,36.0,40.0,77.0,49.0,22.0,34.0,28.0,32.0,74.0,30.0,30.0,27.0,254.0,11.0,23.0,266.0,39.0,12.0,15.0,43.0,50.0,35.0,252.0,32.0,58.0,35.0,25.0,20.0,50.0,107.0,22.0,23.0,42.0,66.0,29.0,28.0,17.0,19.0,13.0,46.0,15.0,12.0,34.0,34.0,45.0,40.0,35.0,30.0,34.0,27.0,40.0,18.0,182.0,40.0,32.0,50.0
32.75,58.0,43.0,51.0,51.0,56.0,249.0,37.0,39.0,40.0,33.0,41.0,87.0,50.0,217.0,12.0,37.0,59.0,31.0,24.0,17.0,30.0,25.0,68.0,254.0,40.0,29.0,37.0,28.0,34.0,41.0,209.0,41.0,29.0,32.0,37.0,68.0,151.0,16.0,36.0,35.0,37.0,41.0,81.0,50.0,20.0,35.0,29.0,32.0,75.0,29.0,32.0,26.0,254.0,11.0,23.0,267.0,39.0,11.0,12.0,42.0,50.0,35.0,252.0,33.0,56.0,33.0,24.0,22.0,51.0,106.0,23.0,24.0,42.0,69.0,29.0,28.0,17.0,17.0,15.0,46.0,14.0,14.0,35.0,34.0,41.0,43.0,35.0,27.0,34.0,26.0,41.0,17.0,185.0,41.0,32.0,50.0
33.0,57.0,41.0,52.0,48.0,53.0,251.0,35.0,35.0,39.0,33.0,40.0,86.0,47.0,212.0,14.0,36.0,56.0,27.0,22.0,18.0,31.0,23.0,69.0,253.0,37.0,31.0,36.0,31.0,34.0,40.0,209.0,39.0,29.0,32.0,36.0,69.0,150.0,18.0,32.0,34.0,37.0,37.0,77.0,47.0,22.0,33.0,29.0,33.0,76.0,29.0,31.0,25.0,253.0,11.0,24.0,267.0,38.0,11.0,14.0,45.0,49.0,35.0,252.0,32.0,58.0,34.0,24.0,20.0,51.0,104.0,23.0,26.0,43.0,67.0,30.0,28.0,18.0,18.0,14.0,46.0,14.0,14.0,35.0,34.0,44.0,41.0,36.0,31.0,36.0,28.0,42.0,19.0,186.0,40.0,34.0,51.0
33.25,57.0,42.0,50.0,49.0,52.0,249.0,36.0,37.0,38.0,31.0,38.0,84.0,47.0,210.0,12.0,34.0,55.0,27.0,21.0,21.0,32.0,23.0,68.0,254.0,38.0,30.0,34.0,29.0,34.0,41.0,207.0,38.0,26.0,31.0,35.0,70.0,149.0,18.0,33.0,31.0,35.0,37.0,77.0,45.0,20.0,34.0,28.0,31.0,77.0,28.0,29.0,25.0,255.0,11.0,22.0,268.0,36.0,11.0,13.0,45.0,52.0,37.0,253.0,31.0,57.0,33.0,25.0,21.0,50.0,105.0,23.0,26.0,43.0,69.0,27.0,30.0,18.0,17.0,13.0,45.0,13.0,13.0,37.0,35.0,44.0,43.0,38.0,29.0,36.0,27.0,43.0,19.0,190.0,40.0,33.0,52.0
33.5,56.0,40.0,49.0,46.0,51.0,250.0,34.0,34.0,37.0,31.0,39.0,84.0,44.0,212.0,11.0,32.0,54.0,24.0,18.0,16.0,29.0,21.0,67.0,254.0,37.0,28.0,33.0,28.0,34.0,39.0,207.0,35.0,28.0,30.0,35.0,68.0,147.0,18.0,32.0,31.0,34.0,37.0,75.0,47.0,20.0,33.0,25.0,31.0,75.0,27.0,31.0,23.0,254.0,11.0,21.0,267.0,36.0,11.0,12.0,42.0,49.0,34.0,252.0,30.0,57.0,31.0,23.0,21.0,49.0,102.0,19.0,24.0,40.0,67.0,25.0,27.0,14.0,15.0,13.0,45.0,12.0,13.0,33.0,34.0,40.0,41.0,32.0,27.0,34.0,26.0,41.0,18.0,188.0,41.0,32.0,50.0
33.75,54.0,42.0,51.0,47.0,51.0,249.0,33.0,33.0,37.0,34.0,39.0,84.0,46.0,212.0,12.0,34.0,54.0,26.0,19.0,17.0,29.0,23.0,67.0,253.0,36.0,29.0,33.0,29.0,34.0,40.0,209.0,37.0,29.0,31.0,33.0,68.0,147.0,16.0,32.0,30.0,35.0,37.0,77.0,45.0,21.0,34.0,27.0,30.0,75.0,28.0,29.0,26.0,255.0,11.0,22.0,266.0,36.0,11.0,14.0,43.0,51.0,36.0,253.0,32.0,57.0,33.0,23.0,21.0,49.0,105.0,22.0,25.0,43.0,66.0,27.0,29.0,16.0,17.0,13.0,46.0,13.0,13.0,34.0,33.0,43.0,41.0,35.0,28.0,33.0,28.0,41.0,18.0,189.0,40.0,32.0,48.0
