Data File,C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-9983_Escherichia coli__2_37_PMX_438_3#12#2019_A_15B_29.oka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.75,63.0,37.0,49.0,52.0,49.0,169.0,55.0,57.0,46.0,44.0,53.0,86.0,47.0,108.0,12.0,39.0,81.0,42.0,31.0,17.0,20.0,24.0,63.0,94.0,39.0,39.0,33.0,31.0,35.0,38.0,89.0,42.0,31.0,32.0,40.0,67.0,146.0,15.0,41.0,39.0,33.0,51.0,65.0,42.0,17.0,30.0,27.0,33.0,62.0,24.0,28.0,26.0,119.0,11.0,17.0,125.0,34.0,11.0,14.0,45.0,42.0,36.0,136.0,27.0,48.0,30.0,19.0,18.0,50.0,87.0,16.0,25.0,44.0,57.0,27.0,27.0,11.0,15.0,11.0,40.0,11.0,11.0,32.0,32.0,45.0,38.0,34.0,29.0,32.0,25.0,40.0,19.0,54.0,38.0,22.0,49.0
8.0,62.0,40.0,51.0,51.0,51.0,172.0,58.0,57.0,47.0,43.0,52.0,85.0,51.0,111.0,14.0,39.0,79.0,41.0,31.0,14.0,22.0,26.0,65.0,98.0,39.0,42.0,34.0,33.0,35.0,37.0,90.0,42.0,30.0,31.0,41.0,65.0,149.0,15.0,42.0,38.0,33.0,51.0,66.0,41.0,19.0,29.0,26.0,34.0,63.0,24.0,27.0,27.0,125.0,11.0,19.0,129.0,35.0,11.0,14.0,45.0,43.0,40.0,144.0,29.0,52.0,30.0,19.0,18.0,51.0,87.0,17.0,28.0,45.0,61.0,29.0,26.0,11.0,16.0,11.0,41.0,11.0,11.0,33.0,31.0,47.0,42.0,36.0,27.0,36.0,30.0,42.0,20.0,54.0,39.0,23.0,50.0
8.25,63.0,39.0,49.0,52.0,50.0,174.0,56.0,57.0,47.0,46.0,53.0,86.0,47.0,113.0,15.0,41.0,81.0,40.0,34.0,16.0,23.0,27.0,66.0,101.0,39.0,40.0,36.0,31.0,35.0,38.0,93.0,42.0,31.0,33.0,41.0,69.0,149.0,15.0,42.0,42.0,33.0,52.0,68.0,41.0,19.0,29.0,25.0,34.0,64.0,24.0,29.0,28.0,129.0,11.0,18.0,132.0,35.0,11.0,14.0,47.0,41.0,37.0,147.0,28.0,48.0,31.0,19.0,20.0,50.0,87.0,15.0,25.0,44.0,58.0,29.0,26.0,11.0,16.0,12.0,41.0,11.0,11.0,35.0,33.0,46.0,40.0,34.0,25.0,34.0,29.0,43.0,20.0,52.0,39.0,25.0,47.0
8.5,65.0,41.0,53.0,53.0,54.0,178.0,60.0,58.0,48.0,44.0,54.0,87.0,52.0,116.0,13.0,39.0,82.0,42.0,32.0,17.0,23.0,27.0,66.0,104.0,40.0,39.0,34.0,32.0,37.0,40.0,96.0,43.0,31.0,31.0,40.0,68.0,154.0,15.0,42.0,42.0,34.0,52.0,66.0,44.0,20.0,30.0,28.0,35.0,64.0,25.0,29.0,28.0,135.0,11.0,18.0,135.0,34.0,11.0,15.0,45.0,42.0,40.0,153.0,29.0,49.0,31.0,20.0,19.0,53.0,88.0,18.0,26.0,44.0,59.0,28.0,28.0,11.0,16.0,12.0,41.0,12.0,11.0,35.0,34.0,47.0,42.0,35.0,27.0,34.0,29.0,42.0,20.0,52.0,40.0,25.0,47.0
8.75,67.0,39.0,54.0,49.0,52.0,179.0,57.0,56.0,45.0,42.0,51.0,83.0,54.0,117.0,14.0,36.0,82.0,41.0,32.0,16.0,23.0,27.0,66.0,109.0,41.0,39.0,36.0,34.0,34.0,39.0,96.0,42.0,32.0,32.0,37.0,64.0,157.0,16.0,44.0,40.0,33.0,51.0,66.0,42.0,20.0,29.0,25.0,32.0,65.0,27.0,32.0,29.0,139.0,11.0,20.0,137.0,35.0,12.0,14.0,44.0,46.0,41.0,159.0,30.0,50.0,32.0,22.0,20.0,51.0,90.0,17.0,28.0,50.0,63.0,27.0,28.0,11.0,15.0,13.0,41.0,11.0,11.0,33.0,34.0,50.0,48.0,36.0,33.0,33.0,28.0,41.0,24.0,54.0,38.0,21.0,48.0
9.0,66.0,40.0,50.0,51.0,52.0,180.0,59.0,56.0,47.0,41.0,53.0,84.0,50.0,119.0,13.0,38.0,81.0,41.0,33.0,14.0,22.0,26.0,67.0,111.0,39.0,41.0,36.0,32.0,35.0,38.0,97.0,42.0,31.0,31.0,40.0,65.0,156.0,16.0,43.0,42.0,33.0,50.0,67.0,43.0,19.0,26.0,27.0,32.0,64.0,26.0,29.0,27.0,145.0,11.0,18.0,141.0,34.0,11.0,14.0,41.0,45.0,42.0,161.0,32.0,50.0,30.0,19.0,19.0,52.0,90.0,17.0,26.0,50.0,61.0,29.0,29.0,11.0,14.0,12.0,40.0,11.0,11.0,33.0,33.0,50.0,46.0,35.0,31.0,35.0,28.0,40.0,23.0,52.0,36.0,22.0,47.0
9.25,64.0,39.0,51.0,53.0,52.0,184.0,57.0,60.0,50.0,45.0,54.0,90.0,48.0,123.0,12.0,40.0,81.0,40.0,33.0,17.0,25.0,28.0,68.0,119.0,37.0,40.0,34.0,33.0,37.0,40.0,98.0,42.0,30.0,33.0,40.0,70.0,152.0,17.0,42.0,41.0,34.0,55.0,70.0,42.0,21.0,33.0,28.0,36.0,66.0,24.0,30.0,28.0,147.0,11.0,19.0,146.0,37.0,11.0,18.0,46.0,44.0,36.0,161.0,29.0,52.0,33.0,20.0,21.0,52.0,91.0,20.0,29.0,45.0,59.0,29.0,27.0,11.0,16.0,14.0,43.0,11.0,11.0,34.0,35.0,46.0,40.0,34.0,29.0,34.0,29.0,44.0,21.0,56.0,42.0,27.0,50.0
9.5,67.0,42.0,51.0,53.0,53.0,185.0,57.0,56.0,47.0,44.0,53.0,86.0,50.0,124.0,13.0,37.0,82.0,41.0,32.0,16.0,22.0,25.0,65.0,117.0,40.0,40.0,35.0,33.0,34.0,38.0,101.0,43.0,29.0,31.0,38.0,66.0,155.0,14.0,42.0,40.0,36.0,51.0,68.0,40.0,20.0,28.0,25.0,32.0,64.0,28.0,31.0,27.0,151.0,11.0,19.0,145.0,34.0,11.0,13.0,44.0,45.0,41.0,165.0,28.0,50.0,33.0,22.0,18.0,51.0,87.0,16.0,25.0,46.0,59.0,28.0,26.0,11.0,17.0,12.0,41.0,11.0,11.0,33.0,31.0,48.0,46.0,34.0,32.0,33.0,27.0,40.0,22.0,51.0,39.0,23.0,45.0
9.75,66.0,41.0,51.0,54.0,53.0,188.0,59.0,59.0,48.0,47.0,53.0,87.0,51.0,126.0,14.0,41.0,85.0,43.0,34.0,18.0,24.0,30.0,69.0,124.0,39.0,40.0,35.0,31.0,37.0,40.0,104.0,44.0,33.0,34.0,41.0,68.0,156.0,17.0,43.0,44.0,36.0,54.0,69.0,44.0,21.0,31.0,28.0,34.0,66.0,25.0,30.0,28.0,156.0,11.0,19.0,151.0,36.0,11.0,14.0,45.0,45.0,41.0,168.0,29.0,52.0,32.0,21.0,21.0,53.0,88.0,18.0,28.0,47.0,61.0,30.0,28.0,11.0,18.0,14.0,42.0,12.0,11.0,36.0,35.0,46.0,45.0,35.0,28.0,34.0,29.0,43.0,21.0,56.0,39.0,24.0,47.0
10.0,68.0,43.0,54.0,55.0,55.0,189.0,60.0,58.0,48.0,46.0,54.0,88.0,51.0,128.0,14.0,41.0,84.0,44.0,34.0,19.0,27.0,29.0,68.0,127.0,42.0,41.0,34.0,33.0,39.0,41.0,106.0,46.0,34.0,33.0,43.0,69.0,156.0,17.0,44.0,43.0,36.0,54.0,71.0,44.0,21.0,31.0,29.0,35.0,65.0,27.0,31.0,30.0,161.0,11.0,22.0,155.0,38.0,11.0,16.0,46.0,45.0,38.0,172.0,28.0,50.0,33.0,21.0,22.0,55.0,90.0,20.0,28.0,47.0,61.0,30.0,28.0,11.0,18.0,15.0,43.0,13.0,11.0,36.0,35.0,47.0,44.0,37.0,31.0,33.0,30.0,42.0,22.0,56.0,41.0,27.0,49.0
10.25,65.0,41.0,52.0,51.0,54.0,192.0,59.0,61.0,49.0,49.0,55.0,89.0,50.0,131.0,15.0,41.0,82.0,42.0,34.0,19.0,24.0,29.0,67.0,131.0,39.0,41.0,35.0,33.0,37.0,39.0,106.0,44.0,31.0,33.0,41.0,70.0,156.0,18.0,43.0,42.0,34.0,54.0,70.0,44.0,21.0,30.0,28.0,37.0,66.0,25.0,29.0,29.0,166.0,11.0,19.0,159.0,36.0,11.0,16.0,46.0,45.0,40.0,174.0,29.0,51.0,32.0,21.0,21.0,52.0,89.0,18.0,28.0,46.0,62.0,30.0,27.0,11.0,19.0,14.0,42.0,12.0,11.0,35.0,35.0,46.0,43.0,36.0,28.0,34.0,29.0,43.0,22.0,59.0,40.0,25.0,49.0
10.5,66.0,39.0,53.0,54.0,55.0,194.0,59.0,58.0,48.0,46.0,54.0,89.0,50.0,132.0,12.0,39.0,83.0,42.0,34.0,21.0,26.0,27.0,66.0,132.0,41.0,40.0,36.0,33.0,38.0,39.0,109.0,44.0,34.0,34.0,41.0,70.0,154.0,17.0,44.0,43.0,37.0,52.0,71.0,45.0,20.0,32.0,30.0,34.0,66.0,26.0,31.0,29.0,169.0,11.0,21.0,160.0,39.0,11.0,16.0,46.0,47.0,42.0,177.0,29.0,52.0,34.0,23.0,20.0,54.0,91.0,20.0,27.0,45.0,60.0,29.0,28.0,12.0,19.0,13.0,43.0,13.0,11.0,34.0,35.0,46.0,41.0,35.0,29.0,34.0,28.0,43.0,21.0,55.0,41.0,26.0,49.0
10.75,67.0,44.0,52.0,56.0,56.0,195.0,60.0,59.0,48.0,46.0,54.0,89.0,52.0,136.0,14.0,39.0,84.0,42.0,35.0,21.0,25.0,30.0,68.0,135.0,41.0,42.0,38.0,32.0,38.0,40.0,112.0,45.0,32.0,35.0,42.0,72.0,156.0,19.0,47.0,43.0,35.0,54.0,73.0,46.0,20.0,34.0,30.0,35.0,65.0,28.0,32.0,30.0,171.0,11.0,21.0,163.0,38.0,11.0,17.0,46.0,47.0,42.0,179.0,30.0,51.0,34.0,22.0,20.0,56.0,92.0,19.0,26.0,47.0,62.0,29.0,30.0,13.0,17.0,15.0,43.0,13.0,11.0,34.0,36.0,46.0,45.0,34.0,31.0,35.0,29.0,43.0,23.0,58.0,42.0,25.0,50.0
11.0,65.0,41.0,51.0,53.0,53.0,194.0,61.0,59.0,46.0,46.0,53.0,87.0,48.0,135.0,13.0,42.0,83.0,42.0,33.0,19.0,25.0,28.0,66.0,140.0,40.0,41.0,36.0,33.0,37.0,39.0,110.0,45.0,31.0,34.0,40.0,71.0,154.0,17.0,44.0,42.0,35.0,54.0,71.0,45.0,20.0,31.0,28.0,36.0,66.0,24.0,29.0,27.0,176.0,11.0,20.0,166.0,36.0,11.0,15.0,45.0,45.0,40.0,182.0,27.0,51.0,32.0,20.0,20.0,51.0,90.0,20.0,24.0,44.0,62.0,28.0,28.0,12.0,17.0,12.0,41.0,12.0,11.0,35.0,35.0,45.0,40.0,34.0,29.0,35.0,28.0,42.0,21.0,57.0,41.0,27.0,50.0
11.25,66.0,44.0,54.0,53.0,55.0,198.0,59.0,61.0,48.0,46.0,55.0,89.0,52.0,140.0,15.0,40.0,83.0,41.0,35.0,19.0,25.0,29.0,66.0,141.0,42.0,42.0,36.0,33.0,36.0,42.0,111.0,43.0,32.0,32.0,41.0,68.0,158.0,18.0,46.0,45.0,34.0,54.0,71.0,46.0,21.0,32.0,27.0,35.0,70.0,28.0,30.0,29.0,177.0,11.0,22.0,168.0,38.0,11.0,15.0,45.0,47.0,43.0,187.0,30.0,53.0,33.0,22.0,21.0,55.0,92.0,19.0,27.0,49.0,63.0,30.0,27.0,13.0,18.0,14.0,42.0,13.0,11.0,35.0,35.0,49.0,45.0,37.0,30.0,36.0,29.0,42.0,22.0,57.0,40.0,25.0,49.0
11.5,70.0,42.0,55.0,57.0,56.0,201.0,60.0,60.0,48.0,46.0,56.0,91.0,50.0,141.0,14.0,41.0,84.0,42.0,35.0,19.0,25.0,29.0,67.0,145.0,41.0,42.0,36.0,32.0,38.0,41.0,115.0,45.0,33.0,34.0,41.0,73.0,156.0,17.0,46.0,43.0,36.0,56.0,73.0,46.0,19.0,33.0,28.0,35.0,68.0,25.0,30.0,29.0,181.0,11.0,22.0,171.0,37.0,11.0,16.0,47.0,42.0,41.0,185.0,30.0,52.0,32.0,20.0,20.0,53.0,91.0,20.0,26.0,45.0,61.0,29.0,27.0,12.0,20.0,15.0,43.0,14.0,13.0,36.0,36.0,49.0,43.0,36.0,29.0,35.0,28.0,42.0,22.0,59.0,41.0,27.0,47.0
11.75,73.0,48.0,55.0,58.0,56.0,201.0,59.0,60.0,48.0,47.0,54.0,88.0,57.0,146.0,15.0,40.0,84.0,43.0,34.0,17.0,26.0,27.0,67.0,148.0,43.0,42.0,35.0,34.0,37.0,41.0,117.0,43.0,31.0,33.0,41.0,72.0,160.0,18.0,48.0,47.0,35.0,54.0,71.0,46.0,19.0,32.0,27.0,35.0,67.0,28.0,30.0,32.0,183.0,11.0,20.0,171.0,37.0,11.0,15.0,44.0,46.0,40.0,188.0,32.0,48.0,34.0,21.0,20.0,53.0,93.0,19.0,25.0,48.0,64.0,30.0,28.0,11.0,17.0,14.0,42.0,11.0,11.0,35.0,35.0,50.0,48.0,38.0,32.0,35.0,28.0,40.0,23.0,56.0,40.0,24.0,45.0
12.0,64.0,40.0,52.0,52.0,53.0,201.0,60.0,59.0,46.0,44.0,53.0,87.0,48.0,145.0,12.0,40.0,83.0,41.0,34.0,18.0,24.0,28.0,67.0,148.0,41.0,41.0,36.0,32.0,36.0,41.0,116.0,42.0,29.0,34.0,40.0,71.0,157.0,16.0,45.0,41.0,35.0,53.0,71.0,44.0,20.0,31.0,26.0,35.0,68.0,27.0,31.0,28.0,186.0,11.0,20.0,175.0,36.0,11.0,16.0,45.0,46.0,41.0,192.0,28.0,51.0,31.0,22.0,19.0,51.0,92.0,18.0,24.0,43.0,60.0,28.0,27.0,12.0,16.0,13.0,43.0,11.0,11.0,36.0,34.0,43.0,43.0,34.0,29.0,34.0,29.0,41.0,22.0,58.0,39.0,23.0,47.0
12.25,62.0,39.0,52.0,52.0,53.0,204.0,59.0,58.0,45.0,44.0,53.0,87.0,49.0,145.0,13.0,39.0,82.0,42.0,31.0,17.0,24.0,27.0,66.0,148.0,36.0,38.0,34.0,32.0,36.0,38.0,115.0,43.0,31.0,32.0,40.0,69.0,156.0,19.0,44.0,41.0,35.0,54.0,72.0,44.0,19.0,31.0,31.0,34.0,68.0,27.0,30.0,27.0,187.0,11.0,21.0,178.0,38.0,11.0,15.0,44.0,47.0,38.0,194.0,29.0,52.0,33.0,20.0,20.0,49.0,92.0,18.0,27.0,44.0,63.0,29.0,28.0,13.0,15.0,13.0,42.0,11.0,11.0,35.0,34.0,47.0,43.0,34.0,29.0,34.0,27.0,43.0,21.0,59.0,39.0,24.0,48.0
12.5,68.0,45.0,55.0,55.0,57.0,204.0,58.0,58.0,48.0,47.0,55.0,90.0,52.0,151.0,15.0,41.0,86.0,44.0,34.0,18.0,25.0,27.0,67.0,154.0,42.0,43.0,36.0,33.0,36.0,39.0,119.0,43.0,31.0,34.0,42.0,72.0,158.0,19.0,46.0,43.0,36.0,54.0,73.0,45.0,20.0,32.0,28.0,36.0,68.0,28.0,29.0,29.0,189.0,11.0,20.0,178.0,38.0,11.0,15.0,44.0,45.0,40.0,193.0,30.0,50.0,31.0,20.0,18.0,53.0,93.0,20.0,25.0,45.0,61.0,30.0,27.0,12.0,18.0,13.0,42.0,13.0,11.0,36.0,34.0,45.0,45.0,33.0,30.0,35.0,28.0,41.0,19.0,57.0,39.0,23.0,48.0
12.75,63.0,40.0,54.0,52.0,53.0,205.0,56.0,58.0,44.0,41.0,52.0,86.0,49.0,150.0,14.0,40.0,82.0,40.0,32.0,15.0,24.0,24.0,68.0,153.0,38.0,41.0,36.0,32.0,38.0,39.0,118.0,43.0,31.0,31.0,37.0,65.0,161.0,17.0,44.0,43.0,33.0,53.0,72.0,44.0,20.0,29.0,26.0,31.0,67.0,28.0,32.0,28.0,193.0,11.0,20.0,181.0,34.0,11.0,14.0,44.0,48.0,42.0,201.0,31.0,51.0,31.0,21.0,18.0,52.0,93.0,20.0,25.0,46.0,65.0,29.0,28.0,13.0,17.0,14.0,40.0,11.0,11.0,32.0,33.0,46.0,44.0,33.0,30.0,34.0,27.0,41.0,20.0,56.0,37.0,24.0,47.0
13.0,66.0,41.0,55.0,52.0,55.0,208.0,57.0,61.0,49.0,47.0,56.0,90.0,51.0,153.0,13.0,42.0,84.0,43.0,33.0,20.0,27.0,29.0,68.0,163.0,42.0,41.0,36.0,35.0,37.0,41.0,118.0,45.0,31.0,35.0,42.0,73.0,159.0,18.0,46.0,46.0,36.0,56.0,71.0,46.0,20.0,32.0,30.0,37.0,70.0,29.0,30.0,32.0,194.0,11.0,20.0,185.0,38.0,11.0,16.0,46.0,49.0,42.0,200.0,30.0,56.0,34.0,23.0,21.0,54.0,94.0,21.0,29.0,46.0,64.0,29.0,28.0,12.0,19.0,14.0,44.0,14.0,13.0,37.0,35.0,45.0,44.0,37.0,30.0,35.0,28.0,46.0,23.0,63.0,43.0,29.0,50.0
13.25,65.0,42.0,53.0,55.0,56.0,205.0,57.0,60.0,46.0,45.0,53.0,88.0,50.0,155.0,13.0,40.0,83.0,43.0,32.0,18.0,23.0,27.0,65.0,159.0,41.0,41.0,36.0,32.0,36.0,38.0,122.0,42.0,29.0,32.0,38.0,70.0,159.0,17.0,46.0,43.0,34.0,54.0,72.0,48.0,19.0,31.0,26.0,32.0,68.0,27.0,29.0,28.0,193.0,11.0,19.0,184.0,37.0,11.0,14.0,44.0,46.0,39.0,200.0,29.0,49.0,30.0,20.0,17.0,52.0,94.0,19.0,24.0,43.0,61.0,29.0,26.0,11.0,16.0,12.0,41.0,11.0,11.0,34.0,33.0,44.0,42.0,32.0,28.0,34.0,26.0,40.0,22.0,58.0,40.0,25.0,47.0
13.5,64.0,41.0,54.0,53.0,53.0,209.0,58.0,58.0,45.0,45.0,54.0,90.0,48.0,155.0,13.0,42.0,81.0,41.0,33.0,19.0,24.0,27.0,67.0,165.0,39.0,41.0,37.0,32.0,37.0,41.0,121.0,41.0,30.0,35.0,40.0,70.0,156.0,17.0,46.0,44.0,36.0,54.0,73.0,45.0,20.0,33.0,28.0,35.0,70.0,29.0,32.0,29.0,196.0,11.0,21.0,187.0,38.0,11.0,15.0,45.0,48.0,40.0,202.0,30.0,53.0,33.0,22.0,20.0,52.0,94.0,18.0,26.0,44.0,62.0,30.0,28.0,15.0,18.0,13.0,44.0,13.0,12.0,37.0,34.0,44.0,41.0,33.0,29.0,32.0,26.0,40.0,21.0,63.0,42.0,27.0,50.0
13.75,64.0,43.0,54.0,54.0,56.0,210.0,57.0,60.0,46.0,45.0,55.0,90.0,51.0,158.0,12.0,40.0,85.0,43.0,31.0,17.0,26.0,27.0,68.0,168.0,40.0,41.0,36.0,32.0,37.0,42.0,122.0,44.0,31.0,34.0,43.0,71.0,159.0,18.0,44.0,43.0,35.0,55.0,73.0,47.0,20.0,31.0,28.0,37.0,69.0,27.0,30.0,28.0,199.0,11.0,21.0,188.0,36.0,11.0,15.0,46.0,48.0,41.0,204.0,29.0,53.0,32.0,21.0,20.0,52.0,93.0,20.0,27.0,43.0,61.0,29.0,26.0,13.0,17.0,13.0,42.0,14.0,11.0,36.0,35.0,44.0,43.0,34.0,31.0,36.0,26.0,43.0,21.0,61.0,41.0,27.0,48.0
14.0,66.0,40.0,50.0,54.0,56.0,211.0,57.0,61.0,46.0,44.0,54.0,90.0,52.0,158.0,11.0,39.0,83.0,42.0,33.0,17.0,25.0,27.0,67.0,172.0,39.0,41.0,36.0,31.0,36.0,39.0,124.0,42.0,31.0,32.0,40.0,69.0,157.0,16.0,43.0,44.0,33.0,52.0,75.0,45.0,18.0,30.0,26.0,34.0,69.0,26.0,29.0,29.0,199.0,11.0,21.0,190.0,36.0,11.0,14.0,44.0,47.0,38.0,201.0,31.0,51.0,33.0,20.0,17.0,51.0,95.0,19.0,25.0,42.0,62.0,29.0,25.0,12.0,16.0,12.0,41.0,11.0,11.0,37.0,34.0,42.0,40.0,32.0,29.0,35.0,27.0,40.0,19.0,61.0,39.0,26.0,48.0
14.25,62.0,40.0,54.0,49.0,53.0,211.0,54.0,56.0,43.0,41.0,51.0,86.0,50.0,158.0,11.0,38.0,82.0,39.0,30.0,15.0,24.0,25.0,67.0,177.0,37.0,38.0,35.0,31.0,34.0,40.0,122.0,41.0,30.0,31.0,38.0,66.0,156.0,16.0,44.0,41.0,32.0,52.0,72.0,42.0,19.0,30.0,25.0,30.0,68.0,27.0,30.0,27.0,200.0,11.0,20.0,192.0,33.0,11.0,14.0,43.0,49.0,39.0,211.0,28.0,52.0,31.0,19.0,18.0,50.0,93.0,18.0,27.0,44.0,65.0,29.0,27.0,11.0,17.0,12.0,40.0,11.0,11.0,33.0,33.0,45.0,44.0,33.0,29.0,32.0,27.0,43.0,21.0,62.0,39.0,24.0,49.0
14.5,61.0,38.0,52.0,52.0,53.0,214.0,56.0,59.0,49.0,45.0,54.0,92.0,49.0,161.0,13.0,40.0,82.0,41.0,31.0,17.0,26.0,28.0,66.0,185.0,38.0,40.0,36.0,32.0,38.0,41.0,125.0,43.0,29.0,34.0,40.0,70.0,158.0,18.0,45.0,42.0,37.0,54.0,74.0,45.0,20.0,33.0,28.0,35.0,71.0,27.0,30.0,29.0,200.0,11.0,20.0,195.0,36.0,11.0,16.0,45.0,48.0,40.0,210.0,30.0,55.0,32.0,21.0,19.0,51.0,95.0,20.0,27.0,46.0,63.0,29.0,28.0,14.0,17.0,15.0,42.0,12.0,12.0,36.0,35.0,44.0,41.0,34.0,26.0,34.0,27.0,43.0,20.0,65.0,40.0,27.0,50.0
14.75,60.0,39.0,53.0,52.0,52.0,214.0,55.0,58.0,46.0,44.0,52.0,91.0,49.0,163.0,12.0,39.0,82.0,40.0,33.0,18.0,25.0,26.0,69.0,189.0,41.0,37.0,33.0,32.0,35.0,40.0,124.0,42.0,30.0,32.0,40.0,70.0,157.0,17.0,44.0,42.0,35.0,53.0,75.0,45.0,19.0,33.0,28.0,35.0,72.0,27.0,30.0,27.0,202.0,11.0,19.0,197.0,36.0,11.0,15.0,44.0,47.0,41.0,210.0,30.0,51.0,32.0,22.0,18.0,50.0,96.0,18.0,27.0,42.0,62.0,29.0,26.0,12.0,16.0,14.0,44.0,11.0,11.0,34.0,35.0,42.0,41.0,33.0,28.0,31.0,27.0,42.0,19.0,65.0,43.0,28.0,48.0
15.0,69.0,43.0,60.0,52.0,59.0,214.0,55.0,56.0,46.0,40.0,50.0,84.0,55.0,166.0,17.0,40.0,85.0,41.0,32.0,18.0,27.0,28.0,67.0,190.0,44.0,40.0,39.0,33.0,38.0,42.0,126.0,45.0,32.0,32.0,38.0,63.0,167.0,21.0,49.0,42.0,35.0,54.0,76.0,46.0,21.0,30.0,28.0,32.0,72.0,33.0,33.0,34.0,204.0,11.0,21.0,200.0,37.0,12.0,14.0,44.0,54.0,48.0,222.0,34.0,56.0,36.0,22.0,22.0,55.0,98.0,19.0,30.0,54.0,70.0,32.0,32.0,16.0,18.0,15.0,43.0,13.0,12.0,35.0,33.0,51.0,54.0,39.0,36.0,37.0,30.0,43.0,27.0,68.0,38.0,24.0,49.0
15.25,63.0,43.0,54.0,52.0,56.0,218.0,57.0,59.0,48.0,44.0,53.0,90.0,50.0,170.0,12.0,40.0,83.0,41.0,33.0,19.0,26.0,29.0,67.0,199.0,44.0,40.0,36.0,33.0,38.0,42.0,128.0,45.0,31.0,32.0,42.0,72.0,158.0,18.0,46.0,43.0,37.0,57.0,76.0,48.0,21.0,34.0,28.0,34.0,70.0,28.0,28.0,29.0,206.0,11.0,21.0,200.0,37.0,11.0,15.0,45.0,47.0,40.0,212.0,30.0,53.0,34.0,22.0,20.0,53.0,96.0,21.0,26.0,44.0,65.0,29.0,29.0,13.0,19.0,14.0,43.0,14.0,11.0,36.0,35.0,42.0,43.0,33.0,31.0,33.0,27.0,42.0,20.0,66.0,40.0,28.0,49.0
15.5,62.0,39.0,53.0,49.0,56.0,218.0,53.0,53.0,43.0,36.0,48.0,84.0,52.0,164.0,13.0,36.0,77.0,37.0,30.0,13.0,24.0,24.0,66.0,198.0,42.0,39.0,36.0,31.0,35.0,39.0,125.0,39.0,27.0,30.0,36.0,61.0,161.0,16.0,46.0,39.0,35.0,52.0,74.0,42.0,17.0,29.0,25.0,29.0,69.0,29.0,32.0,29.0,205.0,11.0,19.0,203.0,33.0,11.0,11.0,41.0,52.0,42.0,223.0,30.0,55.0,32.0,18.0,17.0,52.0,97.0,17.0,26.0,50.0,65.0,29.0,30.0,12.0,14.0,11.0,41.0,11.0,11.0,34.0,32.0,49.0,50.0,35.0,32.0,33.0,27.0,41.0,22.0,65.0,37.0,21.0,49.0
15.75,62.0,41.0,55.0,53.0,55.0,220.0,56.0,58.0,46.0,44.0,52.0,89.0,51.0,171.0,15.0,40.0,82.0,41.0,32.0,20.0,26.0,27.0,67.0,206.0,42.0,39.0,35.0,34.0,40.0,40.0,130.0,45.0,32.0,34.0,41.0,70.0,158.0,19.0,46.0,45.0,38.0,56.0,77.0,48.0,20.0,33.0,30.0,37.0,72.0,27.0,33.0,27.0,206.0,11.0,21.0,203.0,37.0,11.0,15.0,45.0,49.0,41.0,217.0,31.0,54.0,34.0,24.0,19.0,51.0,97.0,19.0,25.0,44.0,65.0,30.0,29.0,14.0,18.0,14.0,44.0,13.0,13.0,36.0,34.0,44.0,42.0,34.0,30.0,34.0,28.0,42.0,20.0,70.0,42.0,26.0,47.0
16.0,63.0,43.0,56.0,56.0,60.0,218.0,57.0,60.0,47.0,46.0,54.0,90.0,52.0,172.0,14.0,42.0,85.0,42.0,34.0,18.0,28.0,31.0,69.0,210.0,44.0,40.0,36.0,34.0,39.0,43.0,134.0,47.0,31.0,34.0,43.0,73.0,158.0,20.0,47.0,46.0,38.0,59.0,77.0,49.0,21.0,33.0,28.0,36.0,72.0,29.0,31.0,31.0,208.0,11.0,22.0,205.0,38.0,11.0,15.0,46.0,49.0,41.0,217.0,32.0,54.0,34.0,22.0,20.0,53.0,100.0,21.0,26.0,47.0,66.0,30.0,28.0,14.0,17.0,14.0,44.0,13.0,14.0,36.0,35.0,45.0,45.0,36.0,30.0,36.0,29.0,42.0,21.0,68.0,42.0,28.0,51.0
16.25,61.0,40.0,52.0,54.0,57.0,219.0,55.0,58.0,45.0,42.0,56.0,90.0,50.0,171.0,12.0,39.0,81.0,40.0,30.0,17.0,27.0,29.0,67.0,212.0,40.0,37.0,37.0,33.0,36.0,41.0,130.0,44.0,29.0,33.0,41.0,70.0,158.0,17.0,45.0,42.0,36.0,55.0,75.0,46.0,18.0,32.0,26.0,36.0,73.0,26.0,30.0,27.0,208.0,11.0,20.0,207.0,36.0,11.0,14.0,44.0,47.0,40.0,218.0,29.0,53.0,35.0,21.0,18.0,51.0,97.0,20.0,27.0,43.0,65.0,29.0,25.0,14.0,18.0,13.0,42.0,12.0,12.0,37.0,34.0,42.0,42.0,33.0,29.0,33.0,26.0,42.0,19.0,72.0,42.0,27.0,49.0
