,Model Type,Data Type,Serotype,Accuracy
469,Support Vector Machine,K-mer Count,O45:H2,0.931034482759
470,Support Vector Machine,K-mer Count,O91:H21,1.0
471,Support Vector Machine,K-mer Count,O91:H21,0.965517241379
472,Support Vector Machine,K-mer Count,O91:H21,1.0
473,Support Vector Machine,K-mer Count,O91:H21,1.0
474,Support Vector Machine,K-mer Count,O91:H21,1.0
475,Support Vector Machine,K-mer Count,O91:H21,0.965517241379
476,Support Vector Machine,K-mer Count,O91:H21,0.965517241379
477,Support Vector Machine,K-mer Count,O91:H21,1.0
478,Support Vector Machine,K-mer Count,O91:H21,0.931034482759
479,Support Vector Machine,K-mer Count,O91:H21,0.931034482759
480,Random Forest,K-mer Count,O103:H2,0.931034482759
481,Random Forest,K-mer Count,O103:H2,0.965517241379
482,Random Forest,K-mer Count,O103:H2,1.0
483,Random Forest,K-mer Count,O103:H2,0.965517241379
484,Random Forest,K-mer Count,O103:H2,1.0
485,Random Forest,K-mer Count,O103:H2,0.965517241379
486,Random Forest,K-mer Count,O103:H2,0.965517241379
487,Random Forest,K-mer Count,O103:H2,1.0
488,Random Forest,K-mer Count,O103:H2,0.931034482759
489,Random Forest,K-mer Count,O103:H2,0.931034482759
490,Random Forest,K-mer Count,O113:H21,0.965517241379
491,Random Forest,K-mer Count,O113:H21,0.896551724138
492,Random Forest,K-mer Count,O113:H21,0.931034482759
493,Random Forest,K-mer Count,O113:H21,0.931034482759
494,Random Forest,K-mer Count,O113:H21,0.931034482759
495,Random Forest,K-mer Count,O113:H21,0.931034482759
496,Random Forest,K-mer Count,O113:H21,0.931034482759
497,Random Forest,K-mer Count,O113:H21,0.931034482759
498,Random Forest,K-mer Count,O113:H21,0.931034482759
499,Random Forest,K-mer Count,O113:H21,0.931034482759
500,Random Forest,K-mer Count,O121:H19,0.964285714286
501,Random Forest,K-mer Count,O121:H19,1.0
502,Random Forest,K-mer Count,O121:H19,1.0
503,Random Forest,K-mer Count,O121:H19,1.0
504,Random Forest,K-mer Count,O121:H19,1.0
505,Random Forest,K-mer Count,O121:H19,0.964285714286
506,Random Forest,K-mer Count,O121:H19,0.964285714286
507,Random Forest,K-mer Count,O121:H19,0.964285714286
508,Random Forest,K-mer Count,O121:H19,1.0
509,Random Forest,K-mer Count,O121:H19,1.0
510,Random Forest,K-mer Count,O145:NM,0.965517241379
511,Random Forest,K-mer Count,O145:NM,1.0
512,Random Forest,K-mer Count,O145:NM,0.965517241379
513,Random Forest,K-mer Count,O145:NM,0.965517241379
514,Random Forest,K-mer Count,O145:NM,0.965517241379
515,Random Forest,K-mer Count,O145:NM,0.965517241379
516,Random Forest,K-mer Count,O145:NM,0.965517241379
517,Random Forest,K-mer Count,O145:NM,0.965517241379
518,Random Forest,K-mer Count,O145:NM,1.0
519,Random Forest,K-mer Count,O145:NM,0.965517241379
520,Random Forest,K-mer Count,O157:H7,0.965517241379
521,Random Forest,K-mer Count,O157:H7,0.931034482759
522,Random Forest,K-mer Count,O157:H7,0.965517241379
523,Random Forest,K-mer Count,O157:H7,1.0
524,Random Forest,K-mer Count,O157:H7,1.0
525,Random Forest,K-mer Count,O157:H7,0.965517241379
526,Random Forest,K-mer Count,O157:H7,0.931034482759
527,Random Forest,K-mer Count,O157:H7,1.0
528,Random Forest,K-mer Count,O157:H7,0.965517241379
529,Random Forest,K-mer Count,O157:H7,1.0
530,Random Forest,K-mer Count,O26:H11,0.964285714286
531,Random Forest,K-mer Count,O26:H11,0.964285714286
532,Random Forest,K-mer Count,O26:H11,0.964285714286
533,Random Forest,K-mer Count,O26:H11,0.928571428571
534,Random Forest,K-mer Count,O26:H11,1.0
535,Random Forest,K-mer Count,O26:H11,1.0
536,Random Forest,K-mer Count,O26:H11,0.964285714286
537,Random Forest,K-mer Count,O26:H11,0.964285714286
538,Random Forest,K-mer Count,O26:H11,0.892857142857
539,Random Forest,K-mer Count,O26:H11,0.928571428571
540,Random Forest,K-mer Count,O45:H2,0.931034482759
541,Random Forest,K-mer Count,O45:H2,0.931034482759
542,Random Forest,K-mer Count,O45:H2,0.896551724138
543,Random Forest,K-mer Count,O45:H2,0.896551724138
544,Random Forest,K-mer Count,O45:H2,0.931034482759
545,Random Forest,K-mer Count,O45:H2,0.896551724138
546,Random Forest,K-mer Count,O45:H2,0.931034482759
547,Random Forest,K-mer Count,O45:H2,0.931034482759
548,Random Forest,K-mer Count,O45:H2,0.965517241379
549,Random Forest,K-mer Count,O45:H2,0.862068965517
550,Random Forest,K-mer Count,O91:H21,1.0
551,Random Forest,K-mer Count,O91:H21,1.0
552,Random Forest,K-mer Count,O91:H21,1.0
553,Random Forest,K-mer Count,O91:H21,1.0
554,Random Forest,K-mer Count,O91:H21,0.965517241379
555,Random Forest,K-mer Count,O91:H21,0.965517241379
556,Random Forest,K-mer Count,O91:H21,0.965517241379
557,Random Forest,K-mer Count,O91:H21,0.965517241379
558,Random Forest,K-mer Count,O91:H21,1.0
559,Random Forest,K-mer Count,O91:H21,1.0
