,Model Type,Data Type,Otype,Accuracy
529,Random Forest,Omnilog AUC,O111,0.931034482759
530,Random Forest,Omnilog AUC,O113,0.928571428571
531,Random Forest,Omnilog AUC,O113,0.925925925926
532,Random Forest,Omnilog AUC,O113,0.964285714286
533,Random Forest,Omnilog AUC,O113,0.925925925926
534,Random Forest,Omnilog AUC,O113,0.928571428571
535,Random Forest,Omnilog AUC,O113,0.928571428571
536,Random Forest,Omnilog AUC,O113,0.928571428571
537,Random Forest,Omnilog AUC,O113,0.925925925926
538,Random Forest,Omnilog AUC,O113,0.925925925926
539,Random Forest,Omnilog AUC,O113,0.928571428571
540,Random Forest,Omnilog AUC,O121,0.965517241379
541,Random Forest,Omnilog AUC,O121,0.931034482759
542,Random Forest,Omnilog AUC,O121,0.965517241379
543,Random Forest,Omnilog AUC,O121,0.964285714286
544,Random Forest,Omnilog AUC,O121,0.965517241379
545,Random Forest,Omnilog AUC,O121,0.931034482759
546,Random Forest,Omnilog AUC,O121,0.965517241379
547,Random Forest,Omnilog AUC,O121,0.965517241379
548,Random Forest,Omnilog AUC,O121,0.965517241379
549,Random Forest,Omnilog AUC,O121,0.965517241379
550,Random Forest,Omnilog AUC,O145,0.928571428571
551,Random Forest,Omnilog AUC,O145,0.928571428571
552,Random Forest,Omnilog AUC,O145,0.928571428571
553,Random Forest,Omnilog AUC,O145,0.964285714286
554,Random Forest,Omnilog AUC,O145,0.928571428571
555,Random Forest,Omnilog AUC,O145,0.925925925926
556,Random Forest,Omnilog AUC,O145,0.928571428571
557,Random Forest,Omnilog AUC,O145,0.888888888889
558,Random Forest,Omnilog AUC,O145,0.928571428571
559,Random Forest,Omnilog AUC,O145,0.964285714286
560,Random Forest,Omnilog AUC,O157,0.965517241379
561,Random Forest,Omnilog AUC,O157,0.965517241379
562,Random Forest,Omnilog AUC,O157,0.965517241379
563,Random Forest,Omnilog AUC,O157,0.965517241379
564,Random Forest,Omnilog AUC,O157,0.964285714286
565,Random Forest,Omnilog AUC,O157,1.0
566,Random Forest,Omnilog AUC,O157,0.896551724138
567,Random Forest,Omnilog AUC,O157,0.931034482759
568,Random Forest,Omnilog AUC,O157,1.0
569,Random Forest,Omnilog AUC,O157,1.0
570,Random Forest,Omnilog AUC,O26,0.964285714286
571,Random Forest,Omnilog AUC,O26,0.928571428571
572,Random Forest,Omnilog AUC,O26,0.964285714286
573,Random Forest,Omnilog AUC,O26,0.925925925926
574,Random Forest,Omnilog AUC,O26,0.925925925926
575,Random Forest,Omnilog AUC,O26,0.928571428571
576,Random Forest,Omnilog AUC,O26,0.925925925926
577,Random Forest,Omnilog AUC,O26,0.928571428571
578,Random Forest,Omnilog AUC,O26,0.925925925926
579,Random Forest,Omnilog AUC,O26,0.928571428571
580,Random Forest,Omnilog AUC,O45,0.931034482759
581,Random Forest,Omnilog AUC,O45,0.931034482759
582,Random Forest,Omnilog AUC,O45,0.928571428571
583,Random Forest,Omnilog AUC,O45,0.931034482759
584,Random Forest,Omnilog AUC,O45,0.928571428571
585,Random Forest,Omnilog AUC,O45,0.931034482759
586,Random Forest,Omnilog AUC,O45,0.931034482759
587,Random Forest,Omnilog AUC,O45,0.931034482759
588,Random Forest,Omnilog AUC,O45,0.931034482759
589,Random Forest,Omnilog AUC,O45,0.931034482759
590,Random Forest,Omnilog AUC,O91,0.925925925926
591,Random Forest,Omnilog AUC,O91,0.928571428571
592,Random Forest,Omnilog AUC,O91,0.928571428571
593,Random Forest,Omnilog AUC,O91,0.925925925926
594,Random Forest,Omnilog AUC,O91,0.928571428571
595,Random Forest,Omnilog AUC,O91,0.928571428571
596,Random Forest,Omnilog AUC,O91,0.964285714286
597,Random Forest,Omnilog AUC,O91,0.928571428571
598,Random Forest,Omnilog AUC,O91,0.964285714286
599,Random Forest,Omnilog AUC,O91,0.892857142857
